Date,search,pm10,pm25,COUNT_T,TMST,retail
20180619,0.01372,48.398,35.93,92.0,9648.854,1.454
20180620,0.01372,56.912,42.613,81.0,10024.986,1.528
20180621,0.01372,55.371,38.777,103.0,10026.484,1.571
20180622,0.01372,61.319,42.26,60.0,10134.11,1.586
20180623,0.01372,56.647,35.942,64.0,7730.656,1.351
20180624,0.01372,71.117,52.137,132.0,5524.736,1.401
20180625,0.01372,78.822,54.233,116.0,9339.218,1.459
20180626,0.01372,56.442,43.39,116.0,9123.357,1.528
20180627,0.01372,42.761,32.598,76.0,10155.639,1.616
20180628,0.01372,38.893,27.864,146.0,10155.474,1.597
20180629,0.01372,57.612,47.573,38.0,10090.452,1.55
20180630,0.01372,66.576,52.385,9.0,7058.928,1.516
20180701,0.0049,20.454,13.527,26.0,4435.527,1.062
20180702,0.0049,16.252,8.497,86.0,9069.106,1.467
20180703,0.0049,25.026,17.388,53.0,9942.984,1.518
20180704,0.0049,40.542,21.332,63.0,10202.26,1.596
20180705,0.0049,27.212,19.674,53.0,10272.597,1.597
20180706,0.0049,15.062,6.236,180.0,10384.576,1.469
20180707,0.0049,18.656,8.599,36.0,7275.585,1.151
20180708,0.00588,26.94,18.149,56.0,5430.412,1.338
20180709,0.00588,17.528,7.751,59.0,9295.904,1.277
20180710,0.00588,27.844,11.644,62.0,9769.204,1.481
20180711,0.00588,42.818,21.178,78.0,9631.268,1.523
20180712,0.00588,36.782,16.304,92.0,10182.642,1.618
20180713,0.00588,28.81,10.643,27.0,9959.375,1.549
20180714,0.00588,32.59,15.538,21.0,7467.973,1.382
20180715,0.00588,31.436,17.478,51.0,5306.686,1.342
20180716,0.00588,31.088,17.178,30.0,9263.753,1.546
20180717,0.00588,31.292,20.19,80.0,9591.802,1.605
20180718,0.00588,42.719,30.59,114.0,9796.108,1.547
20180719,0.00588,34.927,22.024,83.0,9553.095,1.655
20180720,0.00588,51.941,32.118,69.0,9681.882,1.555
20180721,0.00588,54.248,35.21,80.0,6639.88,1.223
20180722,0.0049,39.844,26.172,26.0,5134.317,1.472
20180723,0.0049,46.876,26.687,50.0,8982.735,1.517
20180724,0.0049,59.063,39.542,53.0,9279.757,1.559
20180725,0.0049,47.291,33.2,56.0,9732.733,1.591
20180726,0.0049,55.622,42.027,93.0,9443.57,1.588
20180727,0.0049,58.281,41.024,51.0,9566.086,1.58
20180728,0.0049,42.805,29.886,17.0,6370.527,1.396
20180729,0.00392,31.785,22.502,20.0,5198.75,1.292
20180730,0.00392,20.079,9.252,51.0,8845.78,1.691
20180731,0.00392,34.381,18.029,72.0,9183.664,1.667
20180801,0.00392,50.473,26.798,22.0,9021.259,1.721
20180802,0.00392,47.247,28.368,33.0,8834.34,1.717
20180803,0.00392,63.622,43.282,84.0,8723.28,1.52
20180804,0.00392,41.526,25.962,20.0,6320.064,1.089
20180805,0.00392,39.185,24.603,23.0,4917.714,1.295
20180806,0.00392,46.162,27.513,57.0,8488.015,1.603
20180807,0.00392,31.286,17.236,122.0,9104.812,1.634
20180808,0.00392,38.267,23.363,49.0,9175.642,1.619
20180809,0.00392,33.058,22.38,59.0,9682.068,1.645
20180810,0.00392,27.684,15.454,16.0,9236.594,1.676
20180811,0.00392,23.507,13.13,16.0,6488.163,1.305
20180812,0.00294,28.582,19.308,14.0,5144.321,1.35
20180813,0.00294,45.635,30.994,27.0,8616.99,1.555
20180814,0.00294,47.189,26.921,14.0,9293.773,1.626
20180815,0.00294,44.625,30.214,10.0,6082.165,1.567
20180816,0.00294,36.678,17.06,36.0,9106.209,1.508
20180817,0.00294,37.789,13.988,20.0,9415.03,1.454
20180818,0.00294,42.298,16.27,13.0,7155.188,1.292
20180819,0.00392,46.054,21.222,14.0,5358.592,1.411
20180820,0.00392,57.85,35.376,36.0,8903.448,1.476
20180821,0.00392,40.259,19.626,75.0,9333.156,1.583
20180822,0.00392,43.985,21.336,37.0,9426.545,1.549
20180823,0.00392,28.387,11.058,11.0,8792.493,1.569
20180824,0.00392,17.703,7.196,16.0,9471.125,1.465
20180825,0.00392,38.295,16.175,15.0,7277.748,1.259
20180826,0.00196,30.501,13.961,18.0,5399.938,1.383
20180827,0.00196,16.705,6.296,49.0,9001.301,1.474
20180828,0.00196,19.041,6.569,49.0,9349.597,1.644
20180829,0.00196,24.891,9.875,17.0,9347.929,1.555
20180830,0.00196,39.484,21.902,55.0,9722.249,1.626
20180831,0.00196,36.589,18.344,59.0,10041.925,1.632
20180901,0.00196,31.703,12.096,18.0,7363.865,1.045
20180902,0.00392,27.778,10.883,43.0,5849.185,1.253
20180903,0.00392,26.069,9.801,60.0,9217.94,1.51
20180904,0.00392,28.305,10.455,44.0,9856.25,1.455
20180905,0.00392,44.669,12.406,59.0,10186.72,1.511
20180906,0.00392,41.706,22.863,60.0,10085.355,1.54
20180907,0.00392,46.842,21.341,39.0,10208.713,1.551
20180908,0.00392,42.972,11.832,12.0,8014.369,1.322
20180909,0.00196,37.749,13.376,38.0,6049.159,1.381
20180910,0.00196,32.393,12.281,41.0,9901.1,1.448
20180911,0.00196,33.39,10.393,49.0,10223.391,1.473
20180912,0.00196,27.913,12.096,52.0,10648.098,1.456
20180913,0.00196,34.204,16.78,67.0,10515.469,1.659
20180914,0.00196,33.459,21.906,19.0,10371.552,1.49
20180915,0.00196,21.935,10.527,14.0,7683.512,1.29
20180916,0.00294,43.804,30.132,12.0,5780.276,1.336
20180917,0.00294,39.86,22.139,54.0,9996.481,1.454
20180918,0.00294,56.333,28.212,76.0,10466.637,1.529
20180919,0.00294,63.962,35.459,54.0,10706.825,1.462
20180920,0.00294,25.31,16.59,48.0,10678.187,1.523
20180921,0.00294,14.682,6.999,20.0,10108.015,1.398
20180922,0.00294,53.462,26.913,15.0,5900.515,1.158
20180923,0.00196,46.848,18.368,15.0,4630.4,1.155
20180924,0.00196,27.996,13.355,5.0,5941.572,1.26
20180925,0.00196,28.514,13.523,7.0,5797.413,1.111
20180926,0.00196,18.338,7.939,10.0,5304.445,1.12
20180927,0.00196,19.775,8.698,37.0,9045.756,1.395
20180928,0.00196,26.326,12.772,42.0,10006.549,1.386
20180929,0.00196,28.626,13.537,12.0,7587.844,1.228
20180930,0.00196,20.328,12.639,19.0,5767.728,1.193
20181001,0.00196,12.633,7.602,61.0,9445.885,1.4
20181002,0.00196,22.451,11.967,38.0,10051.837,1.513
20181003,0.00196,39.299,22.157,13.0,6497.725,1.442
20181004,0.00196,31.388,18.827,82.0,9996.91,1.43
20181005,0.00196,17.686,8.826,22.0,9752.222,1.463
20181006,0.00196,10.389,3.956,4.0,6515.207,1.097
20181007,0.00196,43.163,18.465,21.0,5799.748,1.273
20181008,0.00196,32.358,12.251,31.0,9429.66,1.445
20181009,0.00196,40.64,17.879,89.0,6470.592,1.228
20181010,0.00196,33.638,18.801,76.0,9970.472,1.407
20181011,0.00196,31.498,13.95,97.0,9971.366,1.425
20181012,0.00196,38.684,21.404,73.0,10314.067,1.43
20181013,0.00196,55.487,37.852,15.0,8534.725,1.227
20181014,0.01176,55.842,39.322,70.0,6345.057,1.274
20181015,0.01176,77.953,50.325,454.0,9590.273,1.371
20181016,0.01176,74.454,41.307,400.0,9974.227,1.382
20181017,0.01176,58.939,29.186,243.0,10197.108,1.393
20181018,0.01176,29.109,13.688,123.0,10718.555,1.534
20181019,0.01176,27.164,14.11,85.0,10418.313,1.502
20181020,0.01176,28.544,16.371,71.0,8509.423,1.327
20181021,0.00882,25.444,14.665,120.0,6126.91,1.395
20181022,0.00882,38.08,21.839,201.0,9709.083,1.431
20181023,0.00882,45.227,25.918,275.0,9886.658,1.452
20181024,0.00882,40.789,23.31,231.0,10301.625,1.473
20181025,0.00882,28.494,16.315,115.0,8795.124,1.571
20181026,0.00882,30.952,17.749,79.0,9709.257,1.469
20181027,0.00882,23.219,13.417,30.0,8850.296,1.171
20181028,0.00588,12.844,7.672,71.0,5743.798,1.279
20181029,0.00588,14.241,8.467,85.0,9151.862,1.367
20181030,0.00588,13.018,7.736,154.0,10087.355,1.39
20181031,0.00588,13.482,8.039,62.0,10253.21,1.418
20181101,0.00588,20.684,11.971,108.0,10766.763,1.565
20181102,0.00588,25.893,14.88,90.0,11111.419,1.506
20181103,0.00588,29.283,16.801,96.0,8698.947,1.304
20181104,0.04018,21.618,12.508,229.0,6437.972,1.282
20181105,0.04018,33.464,19.185,390.0,12640.206,1.341
20181106,0.04018,67.844,38.904,613.0,10067.825,1.492
20181107,0.04018,43.391,24.967,588.0,9998.839,1.472
20181108,0.04018,7.907,5.047,435.0,9733.24,1.483
20181109,0.04018,67.624,40.243,372.0,10425.489,1.556
20181110,0.04018,117.787,78.723,247.0,8645.783,1.314
20181111,0.0294,97.623,58.472,351.0,5979.317,1.672
20181112,0.0294,53.96,29.004,371.0,10034.944,1.402
20181113,0.0294,64.495,37.798,458.0,9653.422,1.375
20181114,0.0294,48.548,30.847,341.0,9659.608,1.381
20181115,0.0294,61.378,41.82,283.0,9492.235,1.374
20181116,0.0294,68.966,47.935,379.0,9418.135,1.424
20181117,0.0294,51.015,29.607,120.0,7778.044,1.109
20181118,0.0147,49.119,32.206,173.0,5263.496,1.052
20181119,0.0147,73.378,45.112,311.0,8626.639,1.341
20181120,0.0147,64.81,28.69,288.0,8823.745,1.301
20181121,0.0147,39.933,17.292,174.0,7990.785,1.354
20181122,0.0147,32.016,15.56,26.0,8391.298,1.289
20181123,0.0147,39.364,19.747,106.0,9489.591,1.347
20181124,0.0147,20.092,12.941,73.0,6630.986,1.081
20181125,0.03724,27.166,15.581,230.0,5262.082,1.153
20181126,0.03724,58.702,40.937,442.0,8490.412,1.267
20181127,0.03724,112.29,67.612,500.0,8677.801,1.388
20181128,0.03724,111.606,23.051,520.0,9171.69,1.284
20181129,0.03724,98.069,29.272,403.0,8957.08,1.341
20181130,0.03724,77.524,30.534,366.0,9442.695,1.453
20181201,0.03724,62.701,36.262,170.0,7124.492,1.105
20181202,0.01274,64.184,33.476,163.0,4844.22,1.169
20181203,0.01274,50.658,32.163,245.0,8604.155,1.395
20181204,0.01274,50.014,27.605,206.0,9236.035,1.292
20181205,0.01274,52.451,21.584,187.0,9264.965,1.354
20181206,0.01274,64.636,32.672,88.0,8689.358,1.387
20181207,0.01274,45.845,18.169,79.0,8064.82,1.401
20181208,0.01274,46.851,18.708,40.0,6477.431,1.206
20181209,0.00686,41.538,21.438,63.0,4593.947,1.133
20181210,0.00686,55.956,33.79,122.0,8733.954,1.384
20181211,0.00686,59.065,37.862,166.0,8758.575,1.388
20181212,0.00686,72.264,37.508,224.0,8396.016,1.427
20181213,0.00686,64.037,40.426,123.0,8808.044,1.378
20181214,0.00686,56.451,29.925,73.0,9272.644,1.384
20181215,0.00686,76.217,49.134,98.0,6980.918,1.028
20181216,0.02254,76.838,53.767,216.0,4683.739,1.117
20181217,0.02254,96.507,60.803,482.0,8473.313,1.283
20181218,0.02254,75.8,39.997,363.0,9121.415,1.352
20181219,0.02254,83.343,45.986,369.0,9028.263,1.54
20181220,0.02254,86.678,56.188,422.0,8786.782,1.442
20181221,0.02254,94.471,59.939,395.0,9246.044,1.412
20181222,0.02254,107.413,73.262,340.0,7066.203,1.235
20181223,0.0098,81.32,44.231,242.0,4876.013,1.192
20181224,0.0098,44.632,21.48,166.0,8069.064,1.248
20181225,0.0098,60.344,34.624,155.0,5268.308,1.025
20181226,0.0098,79.919,41.055,210.0,8107.534,1.314
20181227,0.0098,48.131,16.925,112.0,7823.504,1.452
20181229,0.0098,80.793,17.357,91.0,5746.901,1.144
20181230,0.00882,59.69,29.086,71.0,3975.861,1.184
20181231,0.00882,78.163,49.407,93.0,7026.561,1.026
20190101,0.00882,62.582,37.815,88.0,3753.957,1.047
20190102,0.00882,61.662,37.129,188.0,8032.612,1.324
20190103,0.00882,71.826,41.615,240.0,8206.874,1.567
20190104,0.00882,93.126,58.991,373.0,8067.232,1.443
20190105,0.00882,97.71,54.688,267.0,6031.627,1.011
20190106,0.0147,85.822,36.214,224.0,4491.718,1.019
20190107,0.0147,84.022,49.462,436.0,7438.662,1.526
20190108,0.0147,86.89,39.663,264.0,8245.991,1.5
20190110,0.0147,87.413,45.709,308.0,7001.18,1.577
20190111,0.0147,105.345,67.959,295.0,8497.476,1.598
20190112,0.0147,118.917,79.976,364.0,6511.213,0.949
20190113,0.05684,121.212,79.163,617.0,3057.811,1.125
20190114,0.05684,169.501,119.149,617.0,6077.893,1.709
20190115,0.05684,154.098,89.835,502.0,8533.832,1.55
20190116,0.05684,92.483,31.95,357.0,8705.303,1.915
20190117,0.05684,84.165,39.065,292.0,8728.248,1.61
20190118,0.05684,95.357,54.174,439.0,8911.445,1.639
20190119,0.05684,117.499,74.858,420.0,6715.645,1.097
20190120,0.02646,106.058,45.217,384.0,4939.817,1.056
20190121,0.02646,71.667,31.801,369.0,7577.665,1.331
20190122,0.02646,84.724,33.88,417.0,8435.361,1.522
20190125,0.02646,83.228,37.333,313.0,8359.894,1.57
20190126,0.02646,118.244,50.441,183.0,6569.047,1.105
20190127,0.01666,78.072,39.268,218.0,5511.859,1.189
20190128,0.01666,72.786,20.955,259.0,8184.659,1.557
20190129,0.01666,92.466,27.987,344.0,8411.422,1.556
20190130,0.01666,91.449,42.832,297.0,8276.526,1.669
20190131,0.01666,90.459,27.264,196.0,8162.994,3.539
20190201,0.01666,95.303,37.776,261.0,7966.476,1.381
20190202,0.01666,83.008,46.115,182.0,4785.921,0.88
20190203,0.01764,63.203,40.169,142.0,3325.315,0.919
20190204,0.01764,106.008,51.174,245.0,3108.902,0.922
20190205,0.01764,96.757,34.947,199.0,4556.07,1.19
20190206,0.01764,85.893,28.401,329.0,3836.507,0.986
20190209,0.01764,125.861,58.053,160.0,6005.989,1.083
20190210,0.01372,157.401,80.435,201.0,4555.821,1.058
20190211,0.01372,138.219,77.555,335.0,8273.298,1.512
20190212,0.01372,120.089,73.509,382.0,8433.083,1.387
20190213,0.01372,143.684,72.844,317.0,8626.523,1.615
20190214,0.01372,124.67,59.414,378.0,8267.585,2.208
20190215,0.01372,52.127,33.709,448.0,8468.608,1.408
20190217,0.02646,53.857,34.741,240.0,4836.078,1.035
20190218,0.02646,46.692,28.038,350.0,8162.785,1.359
20190219,0.02646,69.106,49.418,331.0,7948.726,1.509
20190220,0.02646,92.189,72.381,410.0,8906.842,1.457
20190221,0.02646,100.318,81.542,468.0,8689.322,1.426
20190224,0.04018,63.337,46.334,437.0,5436.466,1.111
20190225,0.04018,61.573,45.151,395.0,8514.474,1.365
20190226,0.04018,59.471,30.014,343.0,9149.692,1.451
20190227,0.04018,80.212,51.121,365.0,9243.028,1.431
20190228,0.04018,103.249,67.153,402.0,8861.22,1.527
20190301,0.04018,147.883,103.611,533.0,7145.642,1.469
20190302,0.04018,162.842,115.451,384.0,6100.295,1.041
20190303,0.098,155.866,108.628,523.0,4875.332,1.067
20190304,0.098,223.616,156.144,483.0,8661.598,1.399
20190305,0.098,257.748,185.814,548.0,8801.975,1.52
20190306,0.098,162.662,113.228,519.0,8729.45,1.569
20190307,0.098,56.058,38.917,485.0,9120.485,1.447
20190311,0.04606,67.892,41.634,364.0,8690.158,1.469
20190312,0.04606,86.233,49.767,358.0,8879.75,1.548
20190313,0.04606,83.135,25.165,307.0,9099.204,1.696
20190314,0.04606,79.033,35.79,305.0,9194.699,2.351
20190315,0.04606,59.699,32.665,334.0,9178.044,1.668
20190316,0.04606,39.968,27.921,262.0,7155.667,1.077
20190317,0.03332,45.127,25.509,392.0,5997.87,1.166
20190319,0.03332,56.267,33.817,363.0,8944.206,1.467
20190320,0.03332,78.931,55.856,291.0,8918.199,1.836
20190321,0.03332,39.251,28.81,375.0,8875.738,1.436
20190322,0.03332,43.294,23.894,304.0,8946.395,1.432
20190323,0.03332,31.034,19.264,216.0,6902.541,1.247
20190324,0.04214,34.085,15.634,1.0,5505.3,1.06
20190326,0.04214,73.412,41.483,333.0,9026.409,1.439
20190327,0.04214,87.801,52.483,353.0,9008.693,1.521
20190328,0.04214,74.299,43.01,326.0,9035.216,1.462
20190329,0.04214,45.324,21.234,277.0,9062.267,1.429
20190330,0.04214,46.767,28.431,208.0,7029.024,1.116
20190331,0.02646,45.972,28.234,388.0,5751.55,1.115
