Date,search,pm10,pm25,COUNT_T,TMST,retail,Deepindex
20180606,0.016659999999999998,49.438,35.48,68.0,6009.7440000000015,1.452,5.529615
20180607,0.016659999999999998,56.047,43.109,180.0,9864.583,1.415,-0.44258279999999994
20180608,0.016659999999999998,40.212,27.385,117.0,10164.507,1.4280000000000002,-1.0221722
20180609,0.016659999999999998,50.471,35.778,52.0,7184.779,1.259,-0.628365
20180610,0.01078,16.756,10.834,77.0,5375.916,0.986,7.0905776
20180611,0.01078,18.057,9.482,113.0,9231.248,1.469,-0.010371864
20180612,0.01078,24.553,16.175,111.0,9993.101,1.485,-0.6051969
20180613,0.01078,38.352,26.519,57.0,5779.553000000001,1.305,6.147650700000001
20180614,0.01078,40.474,29.381,89.0,9894.542,1.436,-0.8897702
20180615,0.01078,27.292,19.263,118.0,10102.248,1.518,-0.5878306999999999
20180616,0.01078,36.251,20.943,62.0,7294.307,1.267,0.11477524
20180617,0.01372,60.235,42.154,105.0,5535.768,1.48,8.219156
20180618,0.01372,56.944,38.695,104.0,9606.277,1.527,-0.38560992
20180619,0.01372,48.398,35.93,92.0,9648.854,1.454,-0.6383893
20180620,0.01372,56.912,42.613,81.0,10024.986,1.528,-1.1518216000000001
20180621,0.01372,55.371,38.777,103.0,10026.484,1.571,-1.2564616000000002
20180622,0.01372,61.319,42.26,60.0,10134.11,1.586,-1.2489493
20180623,0.01372,56.647,35.942,64.0,7730.656,1.351,0.48988180000000003
20180624,0.01372,71.117,52.137,132.0,5524.736,1.401,9.125766
20180625,0.01372,78.822,54.233,116.0,9339.218,1.459,-0.485833
20180626,0.01372,56.442,43.39,116.0,9123.357,1.528,-0.6206204000000001
20180627,0.01372,42.761,32.598,76.0,10155.639,1.616,-0.8714103000000001
20180628,0.01372,38.893,27.864,146.0,10155.474,1.597,-0.64176315
20180629,0.01372,57.612,47.573,38.0,10090.452,1.55,-1.8813776999999998
20180630,0.01372,66.57600000000001,52.385,9.0,7058.928000000001,1.516,-1.2051858999999998
20180701,0.0049,20.454,13.527,26.0,4435.527,1.062,7.5652289999999995
20180702,0.0049,16.252,8.497,86.0,9069.106,1.467,0.1309219
20180703,0.0049,25.026,17.387999999999998,53.0,9942.984,1.518,-0.55000526
20180704,0.0049,40.542,21.332,63.0,10202.26,1.596,-0.5302238
20180705,0.0049,27.212,19.674,53.0,10272.597,1.597,-1.321995
20180706,0.0049,15.062,6.2360000000000015,180.0,10384.576,1.469,-0.5267646
20180707,0.0049,18.656,8.599,36.0,7275.585,1.151,-0.18304247
20180708,0.00588,26.94,18.149,56.0,5430.411999999998,1.338,5.919151
20180709,0.00588,17.528,7.751,59.0,9295.904,1.277,0.59732276
20180710,0.00588,27.844,11.644,62.0,9769.204,1.481,-0.40215033
20180711,0.00588,42.81800000000001,21.178,78.0,9631.268,1.523,-0.6257232
20180712,0.00588,36.782,16.304000000000002,92.0,10182.642,1.618,-0.5932892
20180713,0.00588,28.81,10.643,27.0,9959.375,1.5490000000000002,-0.14211684
20180714,0.00588,32.59,15.538,21.0,7467.973000000001,1.382,-0.21993607
20180715,0.00588,31.436,17.477999999999998,51.0,5306.686,1.342,6.590446000000001
20180716,0.00588,31.088,17.178,30.0,9263.753,1.546,-0.41123074
20180717,0.00588,31.292,20.19,80.0,9591.802,1.605,-0.5201768
20180718,0.00588,42.719,30.59,114.0,9796.108,1.547,-0.45013255
20180719,0.00588,34.927,22.024,83.0,9553.095,1.655,-0.61453027
20180720,0.00588,51.941,32.118,69.0,9681.882,1.555,0.044169485999999994
20180721,0.00588,54.24800000000001,35.21,80.0,6639.88,1.223,-0.14724879999999999
20180722,0.0049,39.844,26.172,26.0,5134.317,1.472,6.575784
20180723,0.0049,46.87600000000001,26.687,50.0,8982.735,1.517,0.18613201
20180724,0.0049,59.063,39.542,53.0,9279.757,1.5590000000000002,-0.57074255
20180725,0.0049,47.291,33.2,56.0,9732.733,1.591,-0.42203325
20180726,0.0049,55.622,42.027,93.0,9443.57,1.588,-0.2565068
20180727,0.0049,58.28100000000001,41.024,51.0,9566.086,1.58,-0.57902724
20180728,0.0049,42.805,29.886,17.0,6370.526999999999,1.396,2.9091823
20180729,0.00392,31.785,22.502,20.0,5198.75,1.2919999999999998,6.2352843
20180730,0.00392,20.079,9.252,51.0,8845.78,1.6909999999999998,0.30671936
20180731,0.00392,34.381,18.029,72.0,9183.664,1.6669999999999998,1.1862996000000001
20180801,0.00392,50.473,26.798,22.0,9021.259,1.721,0.018147886000000002
20180802,0.00392,47.247,28.368,33.0,8834.34,1.717,-0.23255949999999997
20180803,0.00392,63.622,43.282,84.0,8723.28,1.52,-0.02857989
20180804,0.00392,41.526,25.962,20.0,6320.064,1.089,2.0591133000000004
20180805,0.00392,39.185,24.603,23.0,4917.714,1.295,6.46207
20180806,0.00392,46.162,27.513,57.0,8488.015,1.6030000000000002,-0.36077600000000004
20180807,0.00392,31.286,17.236,122.0,9104.812,1.634,-0.09127897
20180808,0.00392,38.267,23.363000000000003,49.0,9175.642,1.619,-0.30940288
20180809,0.00392,33.058,22.38,59.0,9682.068,1.645,-0.34917825
20180810,0.00392,27.684,15.454,16.0,9236.594,1.676,-0.49790186
20180811,0.00392,23.507,13.13,16.0,6488.163000000001,1.305,1.8838211999999999
20180812,0.00294,28.582,19.308,14.0,5144.321,1.35,5.984922
20180813,0.00294,45.635,30.994,27.0,8616.99,1.555,-0.3460241
20180814,0.00294,47.18899999999999,26.921,14.0,9293.773,1.626,-0.8391804
20180815,0.00294,44.625,30.214,10.0,6082.165,1.567,3.5919296999999997
20180816,0.00294,36.678,17.06,36.0,9106.209,1.508,0.48507398
20180817,0.00294,37.789,13.988,20.0,9415.03,1.454,-0.778331
20180818,0.00294,42.298,16.27,13.0,7155.188,1.2919999999999998,-0.12770861
20180819,0.00392,46.054,21.222,14.0,5358.592,1.411,6.253488
20180820,0.00392,57.85,35.376,36.0,8903.448,1.476,-0.17780977
20180821,0.00392,40.259,19.626,75.0,9333.156,1.5830000000000002,0.22818595
20180822,0.00392,43.985,21.336,37.0,9426.545,1.5490000000000002,-0.86959463
20180823,0.00392,28.387,11.058,11.0,8792.493,1.569,-0.7843656
20180824,0.00392,17.703,7.1960000000000015,16.0,9471.125,1.465,-0.4787838
20180825,0.00392,38.295,16.175,15.0,7277.748,1.259,-0.30329913
20180826,0.00196,30.501,13.961,18.0,5399.938,1.383,6.316076799999999
20180827,0.00196,16.705,6.296,49.0,9001.301,1.474,0.29740864
20180828,0.00196,19.041,6.569,49.0,9349.597,1.644,1.0197861
20180829,0.00196,24.891,9.875,17.0,9347.929,1.555,-0.0477404
20180830,0.00196,39.484,21.902,55.0,9722.249,1.626,-0.6151933
20180831,0.00196,36.589,18.344,59.0,10041.925,1.632,-0.5464422
20180901,0.00196,31.703000000000007,12.095999999999998,18.0,7363.865,1.045,-0.47160786
20180902,0.00392,27.778,10.883,43.0,5849.185,1.253,5.300121
20180903,0.00392,26.069000000000006,9.801,60.0,9217.94,1.51,1.4839559
20180904,0.00392,28.305,10.455,44.0,9856.25,1.455,-0.45466822
20180905,0.00392,44.669,12.406,59.0,10186.72,1.511,-0.78398424
20180906,0.00392,41.706,22.863000000000003,60.0,10085.355,1.54,-0.16177505
20180907,0.00392,46.842,21.341,39.0,10208.713,1.551,-0.2418071
20180908,0.00392,42.972,11.832,12.0,8014.3690000000015,1.3219999999999998,2.1766598
20180909,0.00196,37.749,13.376,38.0,6049.1590000000015,1.381,4.6597
20180910,0.00196,32.393,12.281,41.0,9901.1,1.4480000000000002,-0.6583906
20180911,0.00196,33.39,10.393,49.0,10223.391,1.473,-0.7059669
20180912,0.00196,27.913,12.095999999999998,52.0,10648.098,1.456,-0.76534003
20180913,0.00196,34.204,16.78,67.0,10515.469,1.659,-0.3637163
20180914,0.00196,33.459,21.906,19.0,10371.552,1.49,-1.2075007
20180915,0.00196,21.935,10.527,14.0,7683.512,1.29,-0.7121298
20180916,0.00294,43.804,30.132,12.0,5780.276,1.336,6.070518
20180917,0.00294,39.86,22.139,54.0,9996.481,1.454,-0.06817812
20180918,0.00294,56.333,28.212,76.0,10466.637,1.529,-0.5235658
20180919,0.00294,63.962,35.459,54.0,10706.825,1.462,-1.1338785
20180920,0.00294,25.31,16.59,48.0,10678.187,1.523,-1.4685612
20180921,0.00294,14.682,6.999,20.0,10108.015,1.398,-0.53732795
20180922,0.00294,53.462,26.913,15.0,5900.515,1.158,6.9883084
20180923,0.00196,46.848,18.368,15.0,4630.4,1.155,7.898173
20180924,0.00196,27.996,13.355,5.0,5941.571999999999,1.26,3.1058838
20180925,0.00196,28.514,13.523,7.0,5797.413000000001,1.111,4.7049055
20180926,0.00196,18.338,7.939,10.0,5304.445,1.12,6.3381143
20180927,0.00196,19.775,8.698,37.0,9045.756,1.395,1.2550635
20180928,0.00196,26.326,12.772,42.0,10006.549,1.386,-0.358576
20180929,0.00196,28.626,13.537,12.0,7587.844,1.228,-0.036973655
20180930,0.00196,20.328,12.639,19.0,5767.728,1.193,4.701761
20181001,0.00196,12.633,7.602,61.0,9445.885,1.4,0.0665105
20181002,0.00196,22.451,11.967,38.0,10051.837,1.513,-0.42008144
20181003,0.00196,39.299,22.157,13.0,6497.725,1.442,2.0075345
20181004,0.00196,31.388,18.827,82.0,9996.91,1.43,-0.51810795
20181005,0.00196,17.686,8.826,22.0,9752.222,1.463,-0.39811438
20181006,0.00196,10.389,3.956,4.0,6515.2069999999985,1.097,1.9986706000000003
20181007,0.00196,43.163,18.465,21.0,5799.748000000001,1.273,6.228555
20181008,0.00196,32.358000000000004,12.251,31.0,9429.66,1.445,-0.25877255
20181009,0.00196,40.64,17.879,89.0,6470.592,1.228,0.5005291000000001
20181010,0.00196,33.638000000000005,18.801,76.0,9970.472,1.4069999999999998,-0.39520413
20181011,0.00196,31.498,13.95,97.0,9971.366,1.425,-0.5648131
20181012,0.00196,38.684,21.404,73.0,10314.067,1.43,-0.45711440000000003
20181013,0.00196,55.487,37.852,15.0,8534.725,1.227,-0.87074083
20181014,0.01176,55.842,39.322,70.0,6345.057,1.274,3.817958
20181015,0.01176,77.953,50.325,454.0,9590.273,1.371,-0.20487732
20181016,0.01176,74.454,41.307,400.0,9974.227,1.382,-0.27524108
20181017,0.01176,58.93899999999999,29.186,243.0,10197.108,1.393,-0.26648182
20181018,0.01176,29.109,13.688,123.0,10718.555,1.534,-0.66543263
20181019,0.01176,27.164,14.11,85.0,10418.313,1.5019999999999998,-0.9094189
20181020,0.01176,28.544,16.371,71.0,8509.423,1.327,0.6881755
20181021,0.00882,25.444000000000006,14.665,120.0,6126.91,1.395,5.466974700000001
20181022,0.00882,38.08,21.839,201.0,9709.083,1.431,-0.1734845
20181023,0.00882,45.227,25.918000000000006,275.0,9886.658,1.452,-0.43640703
20181024,0.00882,40.789,23.31,231.0,10301.625,1.473,-0.26601666
20181025,0.00882,28.494,16.315,115.0,8795.124,1.571,-0.40754026
20181026,0.00882,30.952,17.749000000000006,79.0,9709.257,1.469,-0.3998801
20181027,0.00882,23.219,13.417,30.0,8850.296,1.171,-0.33271235
20181028,0.00588,12.844,7.6720000000000015,71.0,5743.798000000002,1.279,4.8621115999999995
20181029,0.00588,14.241,8.467,85.0,9151.862,1.367,0.38459522
20181030,0.00588,13.018,7.7360000000000015,154.0,10087.355,1.39,0.06445056
20181031,0.00588,13.482,8.039,62.0,10253.21,1.418,-0.7373472
20181101,0.00588,20.684,11.970999999999998,108.0,10766.763,1.565,-0.67782825
20181102,0.00588,25.893,14.88,90.0,11111.419,1.506,-1.1543063999999998
20181103,0.00588,29.283,16.801,96.0,8698.947,1.304,-0.84434193
20181104,0.04018,21.618,12.508,229.0,6437.972,1.2819999999999998,4.3016863
20181105,0.04018,33.464,19.185,390.0,12640.206,1.341,-0.98070747
20181106,0.04018,67.844,38.904,613.0,10067.825,1.492,3.6487834
20181107,0.04018,43.39100000000001,24.967,588.0,9998.839,1.472,2.1408408
20181108,0.04018,7.907,5.047,435.0,9733.24,1.483,-0.5609533
20181109,0.04018,67.624,40.243,372.0,10425.489,1.556,-0.15816087
20181110,0.04018,117.787,78.723,247.0,8645.783000000001,1.314,0.23510832
20181111,0.0294,97.623,58.472,351.0,5979.316999999999,1.672,7.245572999999999
20181112,0.0294,53.96,29.004,371.0,10034.944,1.402,0.7825218
20181113,0.0294,64.495,37.798,458.0,9653.422,1.375,1.9414945
20181114,0.0294,48.548,30.847,341.0,9659.608,1.381,0.32815176
20181115,0.0294,61.378,41.82,283.0,9492.235,1.374,0.7981234
20181116,0.0294,68.96600000000001,47.935,379.0,9418.135,1.4240000000000002,0.90881115
20181117,0.0294,51.015,29.607,120.0,7778.044,1.109,0.9897993
20181118,0.0147,49.119,32.206,173.0,5263.496,1.052,9.91582
20181119,0.0147,73.378,45.112,311.0,8626.639000000001,1.341,-1.0370991
20181120,0.0147,64.81,28.69,288.0,8823.745,1.301,-1.3535414
20181121,0.0147,39.933,17.292,174.0,7990.785,1.354,1.2131406999999998
20181122,0.0147,32.016,15.56,26.0,8391.298,1.289,0.94796497
20181123,0.0147,39.364,19.747,106.0,9489.591,1.347,-0.48971754
20181124,0.0147,20.092,12.941,73.0,6630.986,1.081,0.9780985999999999
20181125,0.03724,27.166,15.581,230.0,5262.0819999999985,1.153,6.0717425
20181126,0.03724,58.702,40.937,442.0,8490.412,1.267,-0.4262678
20181127,0.03724,112.29,67.612,500.0,8677.801,1.388,0.29995328
20181128,0.03724,111.606,23.051,520.0,9171.69,1.284,-1.241679
20181129,0.03724,98.069,29.272,403.0,8957.08,1.341,0.15734702
20181130,0.03724,77.524,30.534,366.0,9442.695,1.453,1.5439261999999998
20181201,0.03724,62.701,36.262,170.0,7124.491999999998,1.105,1.2611653999999999
20181202,0.01274,64.184,33.476,163.0,4844.22,1.169,11.681322
20181203,0.01274,50.658,32.163000000000004,245.0,8604.155,1.395,-1.1195524
20181204,0.01274,50.014,27.605,206.0,9236.035,1.2919999999999998,0.14653522
20181205,0.01274,52.451,21.584,187.0,9264.965,1.354,0.07791358
20181206,0.01274,64.63600000000001,32.672,88.0,8689.358,1.3869999999999998,0.48130888
20181207,0.01274,45.845,18.169,79.0,8064.82,1.401,0.73945266
20181208,0.01274,46.851000000000006,18.708,40.0,6477.431,1.206,2.6069229
20181209,0.00686,41.538,21.438,63.0,4593.947,1.133,8.4780245
20181210,0.00686,55.956,33.79,122.0,8733.954,1.384,0.989798
20181211,0.00686,59.065,37.862,166.0,8758.575,1.388,0.11044269999999999
20181212,0.00686,72.264,37.508,224.0,8396.016,1.4269999999999998,0.22566253
20181213,0.00686,64.03699999999999,40.426,123.0,8808.044,1.378,1.3035588
20181214,0.00686,56.451,29.925,73.0,9272.644,1.384,-0.85241
20181215,0.00686,76.217,49.13399999999999,98.0,6980.9180000000015,1.028,0.5655473000000001
20181216,0.02254,76.83800000000002,53.767,216.0,4683.739000000001,1.117,14.25624
20181217,0.02254,96.507,60.803,482.0,8473.313,1.283,-0.8955675999999999
20181218,0.02254,75.8,39.997,363.0,9121.415,1.352,-0.18596310000000002
20181219,0.02254,83.34299999999998,45.986,369.0,9028.263,1.54,-0.69489235
20181220,0.02254,86.678,56.188,422.0,8786.782,1.442,0.8479421999999999
20181221,0.02254,94.471,59.93899999999999,395.0,9246.044,1.412,-0.6938297
20181222,0.02254,107.413,73.262,340.0,7066.203,1.235,0.06409865599999999
20181223,0.0098,81.32,44.231,242.0,4876.013,1.192,13.561851
20181224,0.0098,44.632,21.48,166.0,8069.064,1.248,0.19316012
20181225,0.0098,60.344,34.624,155.0,5268.308000000001,1.025,9.592386
20181226,0.0098,79.919,41.055,210.0,8107.5340000000015,1.314,-0.0041119456
20181227,0.0098,48.131,16.925,112.0,7823.504,1.452,0.17249185
20181229,0.0098,80.793,17.357,91.0,5746.901,1.144,5.6178203
20181230,0.00882,59.69,29.086,71.0,3975.861,1.1840000000000002,12.099614
20181231,0.00882,78.163,49.407,93.0,7026.561,1.026,0.41814309999999993
20190101,0.00882,62.582,37.815,88.0,3753.957,1.047,14.128839000000001
20190102,0.00882,61.662,37.129,188.0,8032.611999999999,1.324,0.029810727000000002
20190103,0.00882,71.82600000000002,41.615,240.0,8206.874,1.567,-0.38087434
20190104,0.00882,93.126,58.99100000000001,373.0,8067.232,1.443,0.26630145
20190105,0.00882,97.71,54.688,267.0,6031.627,1.011,2.0259278000000003
20190106,0.0147,85.822,36.214,224.0,4491.718,1.019,15.100556
20190107,0.0147,84.022,49.462,436.0,7438.661999999998,1.526,0.10094482
20190108,0.0147,86.89,39.663,264.0,8245.991,1.5,-0.35177583
20190110,0.0147,87.413,45.709,308.0,7001.18,1.577,0.5733406999999999
20190111,0.0147,105.345,67.959,295.0,8497.476,1.598,-0.47791284
20190112,0.0147,118.917,79.976,364.0,6511.213000000002,0.949,1.4680738000000002
20190113,0.05684,121.212,79.163,617.0,3057.811,1.125,29.055635
20190114,0.05684,169.50099999999995,119.149,617.0,6077.893,1.709,4.065746
20190115,0.05684,154.09799999999996,89.835,502.0,8533.832,1.55,-0.92666894
20190116,0.05684,92.483,31.95,357.0,8705.303,1.915,2.4699132
20190117,0.05684,84.165,39.065,292.0,8728.248,1.61,0.79004794
20190118,0.05684,95.357,54.174,439.0,8911.445,1.639,3.3319754999999995
20190119,0.05684,117.499,74.858,420.0,6715.645,1.097,0.41145378
20190120,0.02646,106.058,45.217,384.0,4939.817,1.056,16.252985
20190121,0.02646,71.667,31.801,369.0,7577.665,1.331,0.8539689
20190122,0.02646,84.72399999999998,33.88,417.0,8435.360999999999,1.5219999999999998,-1.6097428999999999
20190125,0.02646,83.228,37.333,313.0,8359.894,1.57,-1.6014411
20190126,0.02646,118.244,50.441,183.0,6569.047,1.105,0.7372418000000001
20190127,0.016659999999999998,78.072,39.268,218.0,5511.859,1.189,9.855922999999999
20190128,0.016659999999999998,72.786,20.955,259.0,8184.6590000000015,1.557,-0.53186625
20190129,0.016659999999999998,92.466,27.987,344.0,8411.421999999999,1.556,-0.77186936
20190130,0.016659999999999998,91.449,42.832,297.0,8276.526,1.669,-0.43944567
20190131,0.016659999999999998,90.459,27.264,196.0,8162.9940000000015,3.539,-2.205063
20190201,0.016659999999999998,95.303,37.776,261.0,7966.476,1.381,-0.47398347
20190202,0.016659999999999998,83.008,46.115,182.0,4785.9209999999985,0.88,13.703745999999999
20190203,0.01764,63.203,40.169,142.0,3325.315,0.919,19.090607000000002
20190204,0.01764,106.008,51.174,245.0,3108.902,0.922,23.42559
20190205,0.01764,96.757,34.947,199.0,4556.07,1.19,14.561577999999999
20190206,0.01764,85.89299999999999,28.401,329.0,3836.507,0.986,20.808722
20190209,0.01764,125.861,58.053,160.0,6005.989000000001,1.083,7.3616424
20190210,0.01372,157.401,80.435,201.0,4555.821,1.058,20.983372
20190211,0.01372,138.219,77.555,335.0,8273.298,1.5119999999999998,-0.08675164
20190212,0.01372,120.089,73.509,382.0,8433.083,1.3869999999999998,1.3390577
20190213,0.01372,143.684,72.844,317.0,8626.523000000001,1.615,1.4878685
20190214,0.01372,124.67,59.414,378.0,8267.585,2.208,-0.5635869000000001
20190215,0.01372,52.127,33.709,448.0,8468.608,1.408,-0.024336994
20190217,0.02646,53.857,34.741,240.0,4836.078,1.035,12.515603
20190218,0.02646,46.692,28.038,350.0,8162.785,1.359,1.0399938
20190219,0.02646,69.10600000000001,49.418,331.0,7948.726,1.509,1.1262116000000002
20190220,0.02646,92.189,72.381,410.0,8906.841999999999,1.457,-0.08024913
20190221,0.02646,100.318,81.542,468.0,8689.322,1.426,-0.0052511096
20190224,0.04018,63.337,46.334,437.0,5436.4659999999985,1.111,9.105211
20190225,0.04018,61.573,45.151,395.0,8514.474,1.365,0.37862688
20190226,0.04018,59.471,30.014,343.0,9149.692,1.4509999999999998,0.60035354
20190227,0.04018,80.212,51.121,365.0,9243.028,1.431,1.1859305
20190228,0.04018,103.249,67.153,402.0,8861.22,1.527,0.7734656999999999
20190301,0.04018,147.88299999999995,103.611,533.0,7145.642,1.469,-0.5576348000000001
20190302,0.04018,162.842,115.451,384.0,6100.295,1.041,5.7337475
20190303,0.098,155.866,108.628,523.0,4875.332,1.067,9.228974000000001
20190304,0.098,223.616,156.144,483.0,8661.598,1.399,1.9757845
20190305,0.098,257.748,185.814,548.0,8801.975,1.52,1.0840943
20190306,0.098,162.662,113.228,519.0,8729.45,1.569,1.5499251
20190307,0.098,56.058,38.917,485.0,9120.485,1.4469999999999998,2.3064622999999997
20190311,0.04606,67.892,41.63399999999999,364.0,8690.158000000001,1.469,1.9081637999999999
20190312,0.04606,86.23299999999998,49.767,358.0,8879.75,1.548,2.7346015
20190313,0.04606,83.135,25.165,307.0,9099.204,1.696,2.5096996
20190314,0.04606,79.033,35.79,305.0,9194.699,2.351,2.100071
20190315,0.04606,59.699,32.665,334.0,9178.044,1.668,1.137989
20190316,0.04606,39.968,27.921,262.0,7155.667,1.077,0.46272162
20190317,0.033319999999999995,45.127,25.509,392.0,5997.87,1.166,4.602318299999999
20190319,0.033319999999999995,56.267,33.817,363.0,8944.206,1.467,0.6317406
20190320,0.033319999999999995,78.931,55.856,291.0,8918.199,1.836,0.9446730999999999
20190321,0.033319999999999995,39.251,28.81,375.0,8875.738000000001,1.436,0.42531258
20190322,0.033319999999999995,43.294,23.894,304.0,8946.395,1.432,0.019336045
20190323,0.033319999999999995,31.034,19.264,216.0,6902.541,1.247,1.331533
20190324,0.04214,34.085,15.634,1.0,5505.3,1.06,-3.1547227
20190326,0.04214,73.41199999999998,41.483,333.0,9026.409,1.439,1.4523226999999999
20190327,0.04214,87.801,52.483,353.0,9008.693,1.521,2.0134225
20190328,0.04214,74.29899999999998,43.01,326.0,9035.216,1.462,1.3889227
20190329,0.04214,45.324,21.234,277.0,9062.267,1.429,0.13604265
20190330,0.04214,46.767,28.431,208.0,7029.024,1.116,0.97827345
20190331,0.02646,45.972,28.234,388.0,5751.55,1.115,8.244726
