Date,search,pm10,pm25,COUNT_T,TMST,retail,Deepindex
20180625,0.01848,63.658,43.662,116.0,2093.9120000000003,0.8959999999999999,-0.40090543
20180626,0.01848,56.379,42.269,116.0,2038.156,0.615,-0.44635397
20180627,0.01848,45.622,34.367,76.0,2122.549,0.8759999999999999,-1.032269
20180628,0.01848,36.753,26.444000000000003,146.0,2230.212,0.8220000000000001,-0.10655409
20180629,0.01848,54.242,44.876000000000005,38.0,2452.087,0.9440000000000001,1.8260694
20180630,0.01848,65.047,50.931000000000004,9.0,2198.97,0.9490000000000001,0.4718551
20180701,0.0066,16.374000000000002,10.822000000000001,26.0,1368.896,0.649,-8.579199
20180702,0.0066,14.924000000000001,7.252000000000001,86.0,2340.473,0.691,0.057526767
20180703,0.0066,17.858,12.29,53.0,2534.166,0.929,1.3858697
20180704,0.0066,28.13,14.874,63.0,2575.833,0.873,1.4536757
20180705,0.0066,27.101999999999997,18.517,53.0,2556.42,0.7909999999999999,1.195236
20180706,0.0066,8.335,3.1839999999999997,180.0,2630.508,0.9129999999999999,0.48294252
20180707,0.0066,14.574000000000002,7.361000000000001,36.0,2252.8779999999997,0.9159999999999999,-0.12131649
20180708,0.00792,23.825,16.479,56.0,1795.339,0.8859999999999999,-1.461916
20180709,0.00792,14.08,6.367000000000001,59.0,2280.034,0.6629999999999999,-0.74253565
20180710,0.00792,21.928,9.177,62.0,2622.2329999999997,0.713,1.4142222
20180711,0.00792,33.882,16.797,78.0,2799.2329999999997,0.77,1.5622811
20180712,0.00792,31.546,14.142999999999999,92.0,2940.5159999999996,1.012,1.8060312
20180713,0.00792,25.445,9.45,27.0,2695.4990000000003,0.935,1.5965991
20180714,0.00792,24.29,11.285,21.0,2188.653,0.998,0.59547466
20180715,0.00792,23.738000000000003,13.395,51.0,1698.895,1.035,-3.822384
20180716,0.00792,24.899,13.582,30.0,2377.895,0.893,0.5345265
20180717,0.00792,26.736,17.094,80.0,2481.928,0.871,0.85963255
20180718,0.00792,33.513000000000005,23.734,114.0,2511.335,1.04,0.58683985
20180719,0.00792,26.478,16.521,83.0,2461.241,0.8170000000000001,0.5663982
20180720,0.00792,36.062,22.168000000000003,69.0,2527.3,0.899,1.30392
20180721,0.00792,35.106,22.822,80.0,1923.33,0.802,-0.09367806
20180722,0.0066,26.249000000000002,17.16,26.0,1615.005,0.852,-5.827843
20180723,0.0066,34.885999999999996,19.674,50.0,2353.38,0.828,0.46860486
20180724,0.0066,40.48,27.011999999999997,53.0,2364.7270000000003,0.807,0.08986229
20180725,0.0066,31.84,22.401,56.0,2452.192,0.733,1.2723145
20180726,0.0066,38.55,29.122,93.0,2385.435,0.7290000000000001,0.34941882
20180727,0.0066,40.827,28.697,51.0,2370.268,0.7240000000000001,0.31467313
20180728,0.0066,30.756999999999998,20.872,17.0,1898.4229999999998,0.7879999999999999,-0.44126016
20180729,0.00528,18.213,12.618,20.0,1617.1729999999998,0.745,-5.8155465
20180730,0.00528,12.155999999999999,5.575,51.0,2162.8089999999997,0.711,0.1508624
20180731,0.00528,21.046999999999997,11.077,72.0,2178.223,0.7290000000000001,1.0410547
20180801,0.00528,31.28,16.625,22.0,2243.658,0.828,0.15887266
20180802,0.00528,37.755,22.394000000000002,33.0,2198.745,0.831,0.40178758
20180803,0.00528,39.674,26.413,84.0,2204.3089999999997,0.866,-1.2140274
20180804,0.00528,27.904,17.222,20.0,1811.41,0.807,-0.42436117
20180805,0.00528,32.164,19.873,23.0,1492.35,0.672,-6.5238185
20180806,0.00528,31.685,18.774,57.0,2123.075,0.659,0.2783057
20180807,0.00528,21.12,11.693,122.0,2199.0570000000002,0.698,0.6856262
20180808,0.00528,26.058000000000003,15.918,49.0,2282.192,0.755,-0.089664996
20180809,0.00528,22.15,14.779000000000002,59.0,2432.946,0.6779999999999999,0.6513527
20180810,0.00528,17.64,9.85,16.0,2326.706,0.764,0.4710073
20180811,0.00528,14.411,7.785,16.0,1813.37,0.8009999999999999,0.12591451
20180812,0.00396,21.14,14.095,14.0,1559.4479999999999,0.6940000000000001,-6.046989
20180813,0.00396,32.531,23.066999999999997,27.0,2155.363,0.7090000000000001,0.6040024
20180814,0.00396,29.201,16.467,14.0,2301.091,0.7809999999999999,0.49635452
20180815,0.00396,27.014,18.149,10.0,1863.1029999999998,0.868,-1.1029463
20180816,0.00396,20.509,9.732999999999999,36.0,2283.3179999999998,0.711,-0.38121945
20180817,0.00396,21.133000000000003,8.092,20.0,2418.6079999999997,0.735,0.26669353
20180818,0.00396,26.221,10.056000000000001,13.0,1986.8,0.7490000000000001,-0.047967732
20180819,0.00528,29.135,13.442,14.0,1632.8829999999998,0.873,-6.1680536
20180820,0.00528,39.444,23.976999999999997,36.0,2197.804,0.6859999999999999,0.3501503
20180821,0.00528,27.631,13.379000000000001,75.0,2368.12,0.716,0.49029785
20180822,0.00528,28.739,13.790999999999999,37.0,2409.965,0.7979999999999999,0.13710737
20180823,0.00528,19.865,7.598,11.0,2260.217,0.767,0.17285174
20180824,0.00528,15.664000000000001,6.346,16.0,2209.938,0.648,0.5929658
20180825,0.00528,28.441999999999997,11.819,15.0,2232.825,0.7559999999999999,0.36178464
20180826,0.00264,21.541,9.607999999999999,18.0,1676.315,0.6829999999999999,-4.3397093
20180827,0.00264,13.402999999999999,5.367999999999999,49.0,2238.363,0.705,-0.8371926
20180828,0.00264,16.817,5.815,49.0,2335.536,0.6890000000000001,-0.16461378
20180829,0.00264,23.908,9.767999999999999,17.0,2278.718,0.767,-0.27979487
20180830,0.00264,33.29,17.639,55.0,2321.802,0.7559999999999999,0.7613911
20180831,0.00264,27.625999999999998,13.835,59.0,2535.891,0.833,0.9265738
20180901,0.00264,25.342,9.586,18.0,2155.784,0.818,0.69836754
20180902,0.00528,21.523000000000003,8.417,43.0,1821.335,0.7609999999999999,-0.07327849
20180903,0.00528,22.433000000000003,8.435,60.0,2304.226,0.6579999999999999,-0.862336
20180904,0.00528,22.822,8.98,44.0,2514.442,0.805,1.1687286
20180905,0.00528,35.506,9.399,59.0,2675.798,2.053,1.2459939
20180906,0.00528,39.474000000000004,21.825,60.0,2562.462,0.772,1.1696861
20180907,0.00528,33.346,15.126,39.0,2562.2729999999997,0.831,1.3307264
20180908,0.00528,30.283,8.298,12.0,2346.052,0.8909999999999999,0.70945185
20180909,0.00264,27.197,9.867,38.0,1927.6879999999999,0.7929999999999999,0.38549107
20180910,0.00264,20.986,7.849,41.0,2485.79,0.764,0.5668666
20180911,0.00264,20.583000000000002,6.619,49.0,2605.866,0.7959999999999999,1.4265356
20180912,0.00264,23.249000000000002,10.031,52.0,2695.857,0.867,1.0772209
20180913,0.00264,27.314,13.255999999999998,67.0,2615.103,0.746,1.4211183
20180914,0.00264,26.039,16.736,19.0,2599.683,0.7959999999999999,1.60779
20180915,0.00264,18.012,8.997,14.0,2183.095,0.813,0.7777887
20180916,0.00396,41.618,28.688000000000002,12.0,1699.3010000000002,0.7929999999999999,-4.4102464
20180917,0.00396,32.03,18.054000000000002,54.0,2553.173,0.7190000000000001,1.0747318
20180918,0.00396,45.351000000000006,22.576,76.0,2551.365,0.9209999999999999,0.54407614
20180919,0.00396,48.335,26.246,54.0,2676.2929999999997,0.762,1.2607245
20180920,0.00396,21.86,14.249,48.0,2704.585,0.731,1.5185244
20180921,0.00396,11.885,5.603,20.0,2623.1020000000003,0.6859999999999999,1.1972921
20180922,0.00396,45.998999999999995,23.378,15.0,1882.954,0.693,-0.15563232
20180923,0.00264,36.561,14.122,15.0,1663.325,0.635,-6.055397
20180924,0.00264,22.051,10.247,5.0,1978.6879999999999,0.7,0.4440686
20180925,0.00264,19.226,8.854,7.0,2119.183,0.6559999999999999,-0.42260343
20180926,0.00264,12.649000000000001,5.562,10.0,1909.5739999999998,0.695,0.2941329
20180927,0.00264,12.128,5.037,37.0,2338.049,0.633,0.38245374
20180928,0.00264,20.152,9.59,42.0,2494.953,0.73,0.9879684
20180929,0.00264,19.426,9.176,12.0,2241.117,0.772,0.15437621
20180930,0.00264,25.603,15.405,19.0,1840.182,0.619,-0.07164532
20181001,0.00264,22.15,12.936,61.0,2378.113,0.6659999999999999,0.45426112
20181002,0.00264,26.724,14.657,38.0,2544.397,0.679,1.1976557
20181003,0.00264,29.371,16.66,13.0,2152.4210000000003,0.877,0.28233093
20181004,0.00264,24.166,14.34,82.0,2618.79,0.772,1.1400921
20181005,0.00264,14.677,7.186,22.0,2412.7270000000003,0.721,0.4106756
20181006,0.00264,7.13,2.459,4.0,1812.129,0.67,-0.9022573
20181007,0.00264,32.349000000000004,14.062999999999999,21.0,1887.02,0.7390000000000001,-0.058538735
20181008,0.00264,26.458000000000002,10.526,31.0,2411.618,0.722,0.17067921
20181009,0.00264,31.618000000000002,13.777999999999999,89.0,2101.008,0.701,-0.92642576
20181010,0.00264,27.174,15.48,76.0,2554.453,0.6509999999999999,1.0307438
20181011,0.00264,25.276,11.607000000000001,97.0,2557.076,0.652,0.6610183
20181012,0.00264,28.47,15.628,73.0,2656.268,0.7170000000000001,1.2890434
20181013,0.00264,42.336999999999996,28.739,15.0,2567.937,0.795,1.3813441
20181014,0.01584,45.222,31.908,70.0,1986.569,0.76,0.110789955
20181015,0.01584,68.882,44.419,454.0,2354.199,0.7040000000000001,0.34334224
20181016,0.01584,58.016000000000005,31.991,400.0,2469.837,0.7140000000000001,0.28314108
20181017,0.01584,46.148999999999994,22.965,243.0,2624.926,0.68,0.81480736
20181018,0.01584,19.977,9.902000000000001,123.0,2529.631,0.7090000000000001,0.6270073
20181019,0.01584,24.273000000000003,12.627,85.0,2598.471,0.767,1.4284832
20181020,0.01584,37.736999999999995,21.596999999999998,71.0,2536.265,0.865,1.2565963
20181021,0.01188,34.634,19.811,120.0,1993.6670000000001,0.88,0.114252746
20181022,0.01188,48.96,28.078000000000003,201.0,2429.062,0.652,0.34969944
20181023,0.01188,55.923,32.04,275.0,2478.022,0.6409999999999999,0.75069183
20181024,0.01188,47.726000000000006,27.296999999999997,231.0,2742.369,0.698,1.1887927
20181025,0.01188,40.109,22.935,115.0,2224.096,0.685,-0.4915641
20181026,0.01188,41.678999999999995,23.865,79.0,2496.18,0.7,1.1299453
20181027,0.01188,31.706,18.238,30.0,2767.94,0.797,2.069957
20181028,0.00792,16.434,9.536,71.0,1800.4820000000002,0.674,-1.3664584
20181029,0.00792,18.976,11.072000000000001,85.0,2323.625,0.635,0.005800903
20181030,0.00792,19.825,11.472999999999999,154.0,2553.022,0.632,0.38505977
20181031,0.00792,17.13,9.972999999999999,62.0,2679.762,0.662,1.3291435
20181101,0.00792,27.184,15.572000000000001,108.0,2555.909,0.6920000000000001,0.5784417
20181102,0.00792,35.249,20.16,90.0,2743.7259999999997,0.6809999999999999,1.3602602
20181103,0.00792,38.726,22.128,96.0,2874.829,0.735,1.7351716
20181104,0.05412,34.608000000000004,19.79,229.0,2046.145,0.6990000000000001,-0.7536858
20181105,0.05412,46.17100000000001,26.414,390.0,2850.966,0.606,0.765279
20181106,0.05412,81.441,46.756,613.0,2494.909,0.6729999999999999,-3.7799218
20181107,0.05412,53.493,30.697,588.0,2505.705,0.6629999999999999,-2.5279763
20181108,0.05412,9.34,5.5489999999999995,435.0,2464.147,0.562,0.88063115
20181109,0.05412,57.718999999999994,33.849000000000004,372.0,2722.018,0.742,1.0490394
20181110,0.05412,102.73,69.241,247.0,2200.82,0.84,-0.60530525
20181111,0.0396,107.93700000000001,64.875,351.0,1651.991,0.797,-9.635188
20181112,0.0396,40.891,21.733,371.0,2240.57,0.607,-0.500604
20181113,0.0396,48.372,28.076,458.0,2109.32,0.623,-2.2745872
20181114,0.0396,37.939,24.154,341.0,2021.276,0.705,-1.2408061
20181115,0.0396,51.227,34.891999999999996,283.0,1993.9470000000001,0.626,-1.0387287
20181116,0.0396,59.483000000000004,41.919,379.0,1987.6879999999999,0.653,-0.6838415
20181117,0.0396,40.108000000000004,23.041999999999998,120.0,1664.7479999999998,0.674,-4.5978456
20181118,0.0198,42.593999999999994,27.587,173.0,1303.445,0.7859999999999999,-16.529163
20181119,0.0198,56.111999999999995,34.806999999999995,311.0,1645.276,0.574,-8.641421
20181120,0.0198,50.917,22.676,288.0,1655.131,0.64,-7.8903155
20181121,0.0198,42.294,18.267,174.0,1504.953,0.588,-11.494134
20181122,0.0198,26.916999999999998,11.953,26.0,1540.2420000000002,0.6659999999999999,-7.2175736
20181123,0.0198,28.739,13.857999999999999,106.0,1800.675,0.6409999999999999,-0.9533112
20181124,0.0198,19.003,11.747,73.0,1256.175,0.652,-14.215503
20181125,0.05016,41.044,23.453000000000003,230.0,1229.255,0.627,-16.944866
20181126,0.05016,62.486999999999995,41.985,442.0,1578.7979999999998,0.674,-10.747366
20181127,0.05016,131.912,71.991,500.0,1619.5379999999998,0.687,-12.785842
20181128,0.05016,141.3,28.982,520.0,1719.692,0.652,-4.930384
20181129,0.05016,84.899,24.785,403.0,1692.9260000000002,0.613,-6.338817
20181130,0.05016,64.096,24.686999999999998,366.0,1766.114,0.6759999999999999,-1.2956192
20181201,0.05016,49.281000000000006,28.518,170.0,2066.0879999999997,0.69,-0.83564836
20181202,0.017159999999999998,59.665,31.147,163.0,1661.464,0.6509999999999999,-7.3375297
20181203,0.017159999999999998,49.582,31.726,245.0,2167.712,0.614,1.061379
20181204,0.017159999999999998,47.83,26.979,206.0,2315.915,0.612,0.37219185
20181205,0.017159999999999998,41.151,16.772000000000002,187.0,2387.605,0.648,0.2535271
20181206,0.017159999999999998,53.998999999999995,27.405,88.0,2148.3579999999997,0.594,0.47956628
20181207,0.017159999999999998,35.81,14.255,79.0,2115.27,0.627,-0.1377657
20181208,0.017159999999999998,37.167,14.856,40.0,1771.226,0.589,-3.409876
20181209,0.00924,32.173,16.214000000000002,63.0,1361.4879999999998,0.534,-10.158515
20181210,0.00924,40.769,24.7,122.0,2241.96,0.5770000000000001,-0.322388
20181211,0.00924,45.16,28.715999999999998,166.0,2174.596,0.621,-0.7721103
20181212,0.00924,58.5,30.746,224.0,2075.01,0.5670000000000001,-0.88399297
20181213,0.00924,49.095,30.843000000000004,123.0,2072.215,0.6,-0.45723492
20181214,0.00924,50.623000000000005,24.491999999999997,73.0,2306.3379999999997,0.595,0.8151967
20181215,0.00924,107.8,67.506,98.0,1941.845,0.648,-0.39529234
20181216,0.03036,85.353,60.161,216.0,1447.6229999999998,0.7020000000000001,-14.976964
20181217,0.03036,112.611,68.265,482.0,2181.842,0.5589999999999999,0.5613596
20181218,0.03036,79.661,38.906,363.0,2287.805,0.579,0.8800296
20181219,0.03036,91.275,51.018,369.0,2320.183,0.599,1.0526824
20181220,0.03036,98.161,59.453,422.0,2122.604,0.591,0.5965516
20181221,0.03036,117.721,70.279,395.0,2355.314,0.695,-0.12428945
20181222,0.03036,119.859,83.68299999999999,340.0,1951.5529999999999,0.741,-0.5741429
20181223,0.0132,89.90899999999999,41.19,242.0,1558.631,0.644,-10.071935
20181224,0.0132,38.222,19.799,166.0,2083.722,0.62,-0.48603445
20181225,0.0132,53.59,31.006999999999998,155.0,1579.0739999999998,0.574,-9.107184
20181226,0.0132,77.898,38.274,210.0,2129.561,0.598,-0.21220428
20181227,0.0132,50.047,13.175999999999998,112.0,2060.484,0.5529999999999999,2.1810925
20181228,0.0132,64.899,16.609,135.0,2099.286,0.627,2.2123587
20181229,0.0132,67.983,12.71,91.0,1662.0510000000002,0.635,-5.980963
20181230,0.01188,48.451,20.250999999999998,71.0,1253.704,0.568,-13.639281
20181231,0.01188,83.375,42.372,93.0,1926.763,0.611,-0.16897112
20190101,0.01188,54.501999999999995,32.91,88.0,1590.641,0.5710000000000001,-7.4485183
20190102,0.01188,46.873999999999995,27.83,188.0,2090.33,0.509,-0.2853573
20190103,0.01188,47.544,26.241,240.0,2145.504,0.5529999999999999,0.15737003
20190104,0.01188,82.809,52.506,373.0,2112.55,0.596,-0.18172437
20190105,0.01188,88.191,47.048,267.0,1876.2920000000001,0.593,-0.7241824
20190106,0.0198,85.586,30.84,224.0,1571.848,0.584,-10.607014
20190107,0.0198,86.95299999999999,53.751000000000005,436.0,1914.655,0.55,0.5757329
20190108,0.0198,73.297,32.14,264.0,2096.958,0.5539999999999999,0.011616409
20190110,0.0198,92.87799999999999,46.879,308.0,1745.9579999999999,0.512,-1.4898856
20190111,0.0198,110.756,78.593,295.0,2135.565,0.588,0.36244434
20190112,0.0198,121.46799999999999,80.935,364.0,1971.989,0.627,0.08537024
20190113,0.07656,133.85399999999998,87.81,617.0,1024.058,0.574,-35.165424
20190114,0.07656,150.061,111.98,617.0,1538.375,0.5529999999999999,-15.040085
20190115,0.07656,145.151,83.36,502.0,2126.719,0.589,0.40309066
20190116,0.07656,71.487,22.105,357.0,2227.507,0.55,-2.3907316
20190117,0.07656,67.13,28.826999999999998,292.0,2154.643,0.612,-1.00454
20190118,0.07656,86.24799999999999,45.63,439.0,2360.969,0.595,-1.4900937
20190119,0.07656,97.23100000000001,64.543,420.0,2114.012,0.746,-0.4762023
20190120,0.03564,81.40899999999999,35.379,384.0,1677.9720000000002,0.664,-8.67554
20190121,0.03564,69.835,28.124000000000002,369.0,2003.719,0.953,-0.84280044
20190122,0.03564,92.40899999999999,36.745,417.0,2215.451,0.583,0.8185422
20190125,0.03564,70.447,27.874000000000002,313.0,2131.37,0.573,1.8153493
20190126,0.03564,65.286,24.750999999999998,183.0,2073.607,0.6659999999999999,-0.25140172
20190127,0.02244,51.256,25.266,218.0,1742.48,0.593,-4.9238496
20190128,0.02244,111.921,30.897,259.0,2139.31,0.633,0.9630596
20190129,0.02244,89.259,23.180999999999997,344.0,2188.203,0.541,1.5534713
20190130,0.02244,77.34899999999999,33.562,297.0,2124.798,0.588,0.11071843
20190131,0.02244,109.68299999999999,22.799,196.0,2101.277,0.596,2.087468
20190201,0.02244,61.897,20.761999999999997,261.0,2079.545,0.61,-0.39223891
20190202,0.02244,80.896,41.538000000000004,182.0,1597.4660000000001,0.593,-10.711643
20190203,0.02376,63.445,48.67,142.0,1145.81,0.48700000000000004,-21.234024
20190204,0.02376,109.671,52.231,245.0,1330.128,0.5489999999999999,-19.67054
20190205,0.02376,115.49600000000001,28.749000000000002,199.0,1689.6589999999999,0.6409999999999999,-4.684894
20190206,0.02376,136.467,43.078,329.0,1466.8129999999999,0.52,-14.861417
20190209,0.02376,58.148,22.406,160.0,1831.646,0.603,-0.7067571
20190210,0.01848,58.41,28.903000000000002,201.0,1590.63,0.561,-10.75892
20190211,0.01848,51.235,29.163,335.0,2040.789,0.5489999999999999,-1.000148
20190212,0.01848,75.66199999999999,45.434,382.0,2053.677,0.57,-0.26837093
20190213,0.01848,63.285,29.174,317.0,2100.969,0.6990000000000001,-0.4142297
20190214,0.01848,90.053,36.842,378.0,2045.849,0.735,-0.35907012
20190215,0.01848,58.076,36.232,448.0,1969.8120000000001,0.639,-0.3236459
20190217,0.03564,53.438,29.471,240.0,1619.957,0.672,-8.780988
20190218,0.03564,59.476000000000006,31.019000000000002,350.0,1991.7520000000002,0.61,-1.0422177
20190219,0.03564,47.926,32.199,331.0,1786.007,0.5579999999999999,-0.60118014
20190220,0.03564,87.87799999999999,68.615,410.0,2129.468,0.597,0.19141597
20190221,0.03564,103.405,77.96,468.0,2068.252,0.545,-0.3443392
20190224,0.05412,100.181,76.462,437.0,1772.749,0.575,-1.8704987
20190225,0.05412,117.96700000000001,84.429,395.0,2070.565,0.578,0.12604731
20190226,0.05412,66.985,32.571999999999996,343.0,2065.5,0.622,-0.9072426
20190227,0.05412,86.38,51.135,365.0,2147.302,0.62,-0.45292693
20190228,0.05412,107.35700000000001,70.247,402.0,1944.638,0.609,-1.0289142
20190301,0.05412,154.278,111.63799999999999,533.0,1760.003,0.708,-3.5347853
20190302,0.05412,143.105,107.21700000000001,384.0,1863.918,0.56,-1.0318303
20190303,0.132,132.392,94.20700000000001,523.0,1569.4089999999999,0.5710000000000001,-8.670487
20190304,0.132,210.389,145.953,483.0,2166.837,0.603,-2.5285733
20190305,0.132,333.80300000000005,249.66400000000002,548.0,2154.741,0.636,-1.3099797
20190306,0.132,218.213,162.523,519.0,2155.47,0.653,-2.7447395
20190307,0.132,93.037,63.016999999999996,485.0,2266.975,0.59,-2.3536026
20190311,0.06204,105.044,73.422,364.0,2143.45,0.607,-0.7294803
20190312,0.06204,134.75,83.147,358.0,2166.268,0.623,0.44364446
20190313,0.06204,68.847,19.548,307.0,2271.6220000000003,0.6759999999999999,-2.435304
20190314,0.06204,67.653,28.581,305.0,2274.114,0.7759999999999999,-2.013027
20190315,0.06204,88.95299999999999,53.227,334.0,2245.688,0.775,-2.3577492
20190316,0.06204,53.861999999999995,35.674,262.0,2064.991,0.636,-0.99116117
20190317,0.04488,51.346000000000004,29.124000000000002,392.0,1868.876,0.732,-0.6880656
20190319,0.04488,93.95,56.056000000000004,363.0,2233.3979999999997,0.631,-0.427244
