Date,search,pm10,pm25,COUNT_T,TMST,retail,Linearindex
20180824,0.00344,22.678,11.800999999999998,16.0,4552.88,1.169,0.4750945
20180825,0.00344,49.707,24.305999999999997,15.0,3922.027,1.5630000000000002,-0.09813862
20180826,0.00172,41.192,20.820999999999998,18.0,2833.125,1.5219999999999998,-1.0918148
20180827,0.00172,25.568,13.97,49.0,4061.5809999999997,0.991,0.015909988
20180828,0.00172,28.426,17.154,49.0,4154.78,1.114,0.10998301
20180829,0.00172,39.205,20.156,17.0,4344.332,1.179,0.30234456
20180830,0.00172,41.747,25.785,55.0,4434.973,1.26,0.37754282
20180831,0.00172,52.058,27.398000000000003,59.0,4875.369000000001,1.3030000000000002,0.77108943
20180901,0.00172,41.263000000000005,20.896,18.0,4028.422,1.61,0.010179232
20180902,0.00344,37.649,17.387,43.0,3050.958,1.442,-0.9294134
20180903,0.00344,40.55,21.638,60.0,4522.813,1.081,0.4277041
20180904,0.00344,38.343,16.713,44.0,4732.906,1.162,0.6165394
20180905,0.00344,54.271,21.019000000000002,59.0,4573.376,1.227,0.45130843
20180906,0.00344,50.398,27.12,60.0,4733.842000000001,1.304,0.6286491
20180907,0.00344,55.015,27.698,39.0,4874.5109999999995,2.714,0.7681901
20180908,0.00344,47.717,21.574,12.0,4195.101,1.639,0.14796218
20180909,0.00172,42.761,20.451,38.0,3111.935,1.656,-0.85274553
20180910,0.00172,27.374000000000002,12.434000000000001,41.0,4451.518,1.0170000000000001,0.3720919
20180911,0.00172,32.444,15.107999999999999,49.0,4788.085,1.141,0.6794382
20180912,0.00172,33.754,16.777,52.0,4801.64,1.202,0.6943977
20180913,0.00172,40.983000000000004,21.679000000000002,67.0,4928.985,1.225,0.8094382
20180914,0.00172,38.08,21.528000000000002,19.0,5009.361,1.525,0.9211234
20180915,0.00172,23.901,12.982999999999999,14.0,4105.095,1.726,0.079269506
20180916,0.0025800000000000003,53.602,33.832,12.0,3020.188,1.518,-0.88932127
20180917,0.0025800000000000003,42.353,22.939,54.0,4684.686,1.016,0.5898563
20180918,0.0025800000000000003,49.559,23.287,76.0,5041.54,1.189,0.89356744
20180919,0.0025800000000000003,57.022,28.967,54.0,5022.117,2.122,0.902007
20180920,0.0025800000000000003,28.156,17.678,48.0,4878.651,1.159,0.7740527
20180921,0.0025800000000000003,17.329,9.572000000000001,20.0,5099.892,2.7430000000000003,0.98236334
20180922,0.0025800000000000003,45.20399999999999,16.94,15.0,3157.82,1.254,-0.8183499
20180923,0.00172,45.36600000000001,13.717,15.0,2176.1679999999997,1.317,-1.7298425
20180924,0.00172,26.406,11.116,5.0,2312.625,1.004,-1.5779498
20180925,0.00172,28.531,13.367,7.0,2811.586,1.4280000000000002,-1.1138091
20180926,0.00172,18.308,10.955,10.0,2756.4390000000003,1.058,-1.1604489
20180927,0.00172,17.445999999999998,10.48,37.0,4444.948,1.058,0.37649786
20180928,0.00172,27.142,14.25,42.0,4892.002,1.177,0.7849626
20180929,0.00172,28.869,16.025,12.0,4397.888,1.6440000000000001,0.35489878
20180930,0.00172,36.281,19.624000000000002,19.0,2990.9509999999996,1.37,-0.94416016
20181001,0.00172,32.999,17.248,61.0,4583.484,1.064,0.49001914
20181002,0.00172,39.122,20.119,38.0,4871.013,1.117,0.77307206
20181003,0.00172,39.757,22.596999999999998,13.0,3405.25,1.381,-0.55168176
20181004,0.00172,26.601999999999997,16.219,82.0,4729.588,1.358,0.6157956
20181005,0.00172,10.635,7.625,22.0,4714.458,1.23,0.63471997
20181006,0.00172,11.392999999999999,5.584,4.0,3718.219,1.2770000000000001,-0.2802087
20181007,0.00172,42.316,19.340999999999998,21.0,3072.897,1.367,-0.88049674
20181008,0.00172,33.422,12.847999999999999,31.0,4362.3,1.205,0.28913888
20181009,0.00172,42.596000000000004,20.279,89.0,3015.665,1.192,-0.9777116
20181010,0.00172,35.501999999999995,19.961,76.0,4470.170999999999,1.057,0.38189003
20181011,0.00172,36.478,16.956,97.0,4549.162,1.1540000000000001,0.42656544
20181012,0.00172,42.628,22.564,73.0,4881.085,1.2819999999999998,0.76202404
20181013,0.00172,49.523999999999994,30.541,15.0,4271.726,1.446,0.26190257
20181014,0.010320000000000001,51.613,32.606,70.0,3063.8379999999997,1.39,-0.9489569
20181015,0.010320000000000001,75.16,44.341,454.0,3688.9770000000003,0.951,-0.6323489
20181016,0.010320000000000001,73.092,39.275999999999996,400.0,4859.105,1.228,0.46733928
20181017,0.010320000000000001,58.599,28.118000000000002,243.0,4805.43,1.162,0.50640255
20181018,0.010320000000000001,30.054000000000002,16.647000000000002,123.0,4749.972,1.202,0.5383819
20181019,0.010320000000000001,35.31,16.563,85.0,4324.781,1.496,0.16464709
20181020,0.010320000000000001,60.527,31.549,71.0,2939.4829999999997,1.4340000000000002,-1.082278
20181021,0.00774,59.435,34.196999999999996,120.0,1949.6129999999998,1.376,-1.9978297
20181022,0.00774,70.71300000000001,43.703,201.0,3677.134,1.072,-0.44216704
20181023,0.00774,85.09200000000001,50.79,275.0,4965.354,1.163,0.6990975
20181024,0.00774,76.492,32.316,231.0,5096.73,1.3880000000000001,0.7913522
20181025,0.00774,65.02600000000001,31.730999999999998,115.0,4182.0740000000005,1.245,0.04511646
20181026,0.00774,66.178,35.391,79.0,4978.786,1.422,0.8174745
20181027,0.00774,52.083999999999996,12.177,30.0,4597.366,1.354,0.43031818
20181028,0.0051600000000000005,32.644,16.543,71.0,3181.423,1.432,-0.83714485
20181029,0.0051600000000000005,33.719,17.532,85.0,4657.665,1.102,0.51605153
20181030,0.0051600000000000005,40.855,20.86,154.0,5167.629,0.972,0.9397972
20181031,0.0051600000000000005,38.596,21.324,62.0,5183.937,1.147,1.024747
20181101,0.0051600000000000005,55.198,30.781999999999996,108.0,5264.173000000001,1.17,1.0780971
20181102,0.0051600000000000005,68.71,41.24,90.0,5252.4619999999995,1.31,1.1003609
20181103,0.0051600000000000005,83.758,53.742,96.0,4760.992,1.511,0.66924536
20181104,0.03526,74.65,50.11600000000001,229.0,3679.072,1.4069999999999998,-0.64482754
20181105,0.03526,87.382,57.278,390.0,6380.558000000001,0.955,1.7409409
20181106,0.03526,101.741,69.585,613.0,5039.862,1.079,0.37498707
20181107,0.03526,72.789,52.565,588.0,5025.16,1.119,0.35653287
20181108,0.03526,25.506,14.422,435.0,4799.732,1.005,0.17855562
20181109,0.03526,72.14699999999999,40.201,372.0,5197.778,1.31,0.61937815
20181110,0.03526,111.87299999999999,71.306,247.0,4684.531,1.749,0.29548252
20181111,0.0258,107.91,68.132,351.0,3315.947,2.136,-0.9753337
20181112,0.0258,59.851000000000006,31.816,371.0,4782.587,0.937,0.29339707
20181113,0.0258,71.848,41.35,458.0,5056.17,1.038,0.50362545
20181114,0.0258,58.772,36.751,341.0,4924.895,1.107,0.46682167
20181115,0.0258,69.381,47.282,283.0,4912.896,1.065,0.52168554
20181116,0.0258,85.287,60.343999999999994,379.0,4879.231,1.204,0.45027488
20181117,0.0258,63.37,37.902,120.0,4605.766,1.328,0.32521963
20181118,0.0129,63.905,38.062,173.0,3538.657,1.263,-0.60017765
20181119,0.0129,84.145,47.908,311.0,4590.077,0.9670000000000001,0.27971143
20181120,0.0129,86.595,35.336999999999996,288.0,4743.494000000001,1.038,0.38376564
20181121,0.0129,66.77199999999999,32.411,174.0,4327.134,1.122,0.099137805
20181122,0.0129,55.823,27.029,26.0,4483.166,1.113,0.34253916
20181123,0.0129,57.792,28.81,106.0,5095.68,1.186,0.8549796
20181124,0.0129,49.385,30.274,73.0,4357.15,1.3219999999999998,0.21619324
20181125,0.03268,76.916,56.601000000000006,230.0,3316.947,1.271,-0.9380664
20181126,0.03268,94.301,65.23,442.0,4527.79,0.9520000000000001,0.036440235
20181127,0.03268,133.9,72.695,500.0,4702.009,1.078,0.124487944
20181128,0.03268,126.815,21.397,520.0,5000.697,1.2,0.19388868
20181129,0.03268,103.415,31.994,403.0,5102.929,1.2890000000000001,0.44841725
20181130,0.03268,102.236,39.075,366.0,5105.305,1.227,0.5064099
20181201,0.03268,94.62200000000001,49.943000000000005,170.0,4389.369000000001,1.357,0.03883418
20181202,0.011179999999999999,77.733,41.9,163.0,3167.671,1.2830000000000001,-0.9286201
20181203,0.011179999999999999,74.094,38.141999999999996,245.0,4673.577,1.016,0.39271617
20181204,0.011179999999999999,64.1,32.592,206.0,4842.061,1.07,0.5689354
20181205,0.011179999999999999,78.01899999999999,33.994,187.0,5016.109,1.1079999999999999,0.7266876
20181206,0.011179999999999999,79.023,38.763000000000005,88.0,5090.958,1.228,0.88248277
20181207,0.011179999999999999,62.025,25.726999999999997,79.0,5086.995,1.219,0.8599306
20181208,0.011179999999999999,61.068999999999996,25.784000000000002,40.0,4115.958,1.179,-0.006073476
20181209,0.00602,64.172,35.184,63.0,2897.22,1.205,-1.0750086
20181210,0.00602,88.913,54.956,122.0,4624.255,0.9259999999999999,0.5153892
20181211,0.00602,83.314,55.169,166.0,4676.303,1.129,0.5419958
20181212,0.00602,99.462,56.602,224.0,4619.781,1.124,0.4298284
20181213,0.00602,80.127,50.898,123.0,4968.565,1.147,0.8296317
20181214,0.00602,76.499,41.426,73.0,5040.452,1.324,0.8991582
20181215,0.00602,95.059,61.339,98.0,4460.186,1.3119999999999998,0.39672053
20181216,0.019780000000000002,94.89,66.46300000000001,216.0,3091.1459999999997,1.255,-1.029576
20181217,0.019780000000000002,100.66,63.672,482.0,4708.649,1.0290000000000001,0.2547105
20181218,0.019780000000000002,73.28699999999999,38.469,363.0,5020.457,1.291,0.56840813
20181219,0.019780000000000002,98.10799999999999,54.31100000000001,369.0,5096.721,1.1909999999999998,0.65868866
20181220,0.019780000000000002,97.088,62.614,422.0,4967.657999999999,1.094,0.5369304
20181221,0.019780000000000002,101.536,64.476,395.0,5427.85,1.3840000000000001,0.9805545
20181222,0.019780000000000002,118.835,80.593,340.0,4301.221,1.311,0.017588034
20181223,0.0086,107.301,55.635,242.0,3165.49,1.215,-0.9584506
20181224,0.0086,68.322,33.012,166.0,4994.82,1.304,0.7520755
20181225,0.0086,84.881,48.685,155.0,3826.9309999999996,1.456,-0.28042045
20181226,0.0086,97.01,48.012,210.0,4678.769,1.047,0.44472954
20181227,0.0086,102.469,33.266999999999996,112.0,4649.948,1.16,0.42018905
20181228,0.0086,94.45,39.222,135.0,4663.705,1.002,0.45269787
20181230,0.00774,116.73700000000001,68.02,71.0,2634.802,1.02,-1.2868569
20181231,0.00774,115.919,67.1,93.0,4296.42,1.042,0.226984
20190101,0.00774,79.972,48.229,88.0,2290.9139999999998,0.9079999999999999,-1.637087
20190102,0.00774,89.473,53.75,188.0,4247.573,0.8640000000000001,0.10344808
20190103,0.00774,111.70200000000001,64.335,240.0,4557.215,0.983,0.3597884
20190104,0.00774,126.992,80.632,373.0,4535.3240000000005,1.0590000000000002,0.28700492
20190105,0.00774,125.432,66.163,267.0,3820.74,1.13,-0.3520801
20190106,0.0129,143.89,60.977,224.0,2866.502,1.018,-1.288863
20190107,0.0129,92.145,54.351000000000006,436.0,3912.8309999999997,0.8109999999999999,-0.41922715
20190108,0.0129,142.083,66.387,264.0,4459.663,0.8859999999999999,0.1758044
20190110,0.0129,107.447,55.726000000000006,308.0,3672.7070000000003,0.99,-0.56898594
20190111,0.0129,111.852,72.22,295.0,4663.107,1.077,0.41147873
20190112,0.0129,126.885,85.427,364.0,4174.258,1.278,-0.05863446
20190113,0.04988,124.02600000000001,80.903,617.0,1948.231,1.205,-2.5758128
20190114,0.04988,148.424,104.255,617.0,3221.558,0.846,-1.3475305
20190115,0.04988,144.72799999999998,83.177,502.0,4588.692,0.958,-0.084226616
20190116,0.04988,118.73899999999999,22.933000000000003,357.0,4717.512,1.048,-0.061670218
20190117,0.04988,123.741,56.303000000000004,292.0,4687.229,0.9570000000000001,0.080259435
20190118,0.04988,130.976,73.362,439.0,4849.396,1.4069999999999998,0.18280321
20190119,0.04988,135.262,86.429,420.0,4107.015,1.23,-0.4431408
20190120,0.023219999999999998,150.379,59.208,384.0,3088.414,1.041,-1.2901939
20190121,0.023219999999999998,111.73200000000001,50.711999999999996,369.0,4126.285,0.8240000000000001,-0.29669204
20190122,0.023219999999999998,92.694,37.341,417.0,4752.649,0.92,0.22360477
20190125,0.023219999999999998,120.994,56.126000000000005,313.0,4508.028,1.064,0.10156478
20190126,0.023219999999999998,180.99900000000002,78.181,183.0,3968.3740000000003,1.1059999999999999,-0.31036985
20190127,0.01462,117.85700000000001,59.242,218.0,3138.196,1.172,-1.013489
20190128,0.01462,78.809,21.986,259.0,4507.009,0.8420000000000001,0.13264652
20190129,0.01462,98.508,29.932,344.0,4455.725,0.9309999999999999,0.02660852
20190130,0.01462,108.594,51.007,297.0,4532.1140000000005,0.905,0.19773287
20190131,0.01462,100.647,29.564,196.0,4407.435,1.633,0.08121988
20190201,0.01462,122.348,48.38,261.0,4329.27,0.909,0.0043277964
20190202,0.01462,87.851,48.888000000000005,182.0,3019.882,0.8370000000000001,-1.0917352
20190203,0.01548,65.281,41.321000000000005,142.0,2074.674,0.828,-1.9362682
20190204,0.01548,120.977,57.222,245.0,1819.193,0.769,-2.2674792
20190205,0.01548,93.149,34.769,199.0,2148.3289999999997,0.703,-1.9774737
20190206,0.01548,84.083,27.685,329.0,2388.256,0.865,-1.8615388
20190209,0.01548,144.018,66.551,160.0,3790.8590000000004,0.985,-0.3891624
20190210,0.01204,176.49099999999999,90.189,201.0,2833.173,1.08,-1.2320501
20190211,0.01204,154.57299999999998,86.835,335.0,4435.27,0.83,0.17136782
20190212,0.01204,127.07799999999999,77.643,382.0,4661.185,0.9520000000000001,0.35286716
20190213,0.01204,158.74,80.558,317.0,4814.956,0.943,0.50271374
20190214,0.01204,151.225,72.523,378.0,4550.755999999999,1.213,0.19622481
20190215,0.01204,70.60300000000001,45.821999999999996,448.0,4641.901,1.095,0.25041822
20190217,0.023219999999999998,58.202,37.431999999999995,240.0,3056.488,1.081,-1.1618423
20190218,0.023219999999999998,65.02,39.106,350.0,4526.924,0.975,0.11242285
20190219,0.023219999999999998,42.144,29.038,331.0,4571.458,1.112,0.1624383
20190220,0.023219999999999998,59.19,46.282,410.0,4802.249,1.124,0.36150497
20190221,0.023219999999999998,53.022,41.927,468.0,4822.915,1.214,0.3321734
20190224,0.03526,71.77600000000001,52.583999999999996,437.0,3189.02,1.3630000000000002,-1.2283503
20190225,0.03526,93.083,68.507,395.0,4488.624,1.2309999999999999,0.029047143
20190226,0.03526,49.101000000000006,24.919,343.0,4708.3640000000005,1.2919999999999998,0.16387202
20190227,0.03526,30.39,18.555999999999997,365.0,4742.272,1.4269999999999998,0.1835102
20190228,0.03526,46.765,28.605999999999998,402.0,4514.541,1.426,-0.038008515
20190301,0.03526,147.475,102.416,533.0,3766.724,1.368,-0.68343693
20190302,0.03526,200.764,142.488,384.0,3873.4429999999998,1.3880000000000001,-0.40456158
20190303,0.086,192.34400000000002,135.278,523.0,2987.7290000000003,1.3130000000000002,-1.7102652
20190304,0.086,279.709,196.442,483.0,4653.557,1.3230000000000002,-0.040125523
20190305,0.086,386.15,278.105,548.0,4820.637,1.48,0.2262922
20190306,0.086,187.394,130.724,519.0,4927.9220000000005,1.55,0.07064455
20190307,0.086,66.499,46.474,485.0,5031.236,1.489,0.043873604
20190311,0.04042,74.082,45.336999999999996,364.0,4805.552,1.44,0.24249879
20190312,0.04042,96.45,52.788000000000004,358.0,4978.677,1.604,0.40110573
20190313,0.04042,89.853,26.795,307.0,4839.880999999999,1.69,0.21639577
20190314,0.04042,80.66199999999999,36.459,305.0,4817.096,1.9269999999999998,0.24925366
20190315,0.04042,59.55,32.606,334.0,4965.437,1.841,0.3831065
20190316,0.04042,46.033,32.616,262.0,4346.061,1.55,-0.116301045
20190317,0.02924,46.468999999999994,26.565,392.0,3111.027,1.412,-1.2877039
20190319,0.02924,51.456,30.924,363.0,4920.502,1.4969999999999999,0.41011336
20190320,0.02924,76.105,53.869,291.0,4707.626,1.9169999999999998,0.31697956
20190321,0.02924,36.345,26.71,375.0,4699.677,1.649,0.20488304
20190322,0.02924,35.948,19.812,304.0,4672.669,1.655,0.20316464
