Date,pm10,pm25,COUNT_T,TMST,retail
20180526,65.829,29.698,119.0,1730.119,1.368
20180527,60.894,27.607,116.0,1528.28,1.383
20180528,38.792,19.405,177.0,1442.964,0.958
20180530,38.089,21.662,269.0,1486.12,1.034
20180531,33.831,19.558,204.0,1548.157,1.067
20180602,29.624,16.719,68.0,2032.749,1.534
20180603,24.203,16.501,70.0,1715.049,1.348
20180604,29.026,19.926,120.0,1590.358,1.03
20180605,30.671,22.749,139.0,1591.267,1.046
20180606,33.262,26.795,68.0,1517.052,1.13
20180607,35.907,26.953,180.0,1586.507,1.049
20180608,27.647,20.754,117.0,1700.971,1.055
20180609,32.61,22.674,52.0,1920.988,1.41
20180610,8.807,4.832,77.0,1609.106,1.292
20180611,12.548,5.216,113.0,1568.585,1.01
20180612,18.633,7.055,111.0,1603.356,1.08
20180613,31.034,22.402,57.0,1612.246,1.207
20180614,33.513,24.413,89.0,1567.638,1.022
20180615,19.481,11.354,118.0,1704.605,1.088
20180616,26.385,15.688,62.0,1913.884,1.368
20180617,46.378,31.562,105.0,1624.775,1.247
20180618,42.091,31.119,104.0,1542.271,1.094
20180619,40.478,30.054,92.0,1593.339,0.983
20180620,40.552,30.665,81.0,1613.938,1.09
20180621,40.506,28.284,103.0,1648.366,1.084
20180622,45.872,31.645,60.0,1725.867,1.172
20180623,46.233,30.769,64.0,1950.668,1.511
20180624,56.553,37.701,132.0,1610.523,1.375
20180625,61.965,38.857,116.0,1600.577,1.106
20180626,51.11,36.555,116.0,1483.988,0.941
20180627,36.923,27.666,76.0,1623.895,1.143
20180628,37.235,25.375,146.0,1633.857,1.117
20180629,51.355,35.128,38.0,1709.843,1.163
20180630,67.155,47.408,9.0,1819.389,1.491
20180701,26.812,13.694,26.0,1240.387,1.18
20180702,12.933,9.516,86.0,1385.154,0.979
20180703,25.385,13.91,53.0,1520.185,1.14
20180704,37.841,18.546,63.0,1516.355,1.204
20180705,29.144,21.917,53.0,1469.138,1.025
20180706,10.335,4.003,180.0,1552.45,1.019
20180707,10.023,4.48,36.0,1671.068,1.258
20180708,19.099,9.015,56.0,1501.748,1.225
20180709,13.223,8.151,59.0,1397.908,0.941
20180710,25.417,12.865,62.0,1460.579,0.838
20180711,42.27,28.475,78.0,1468.023,1.05
20180712,39.18,22.793,92.0,1538.566,0.977
20180713,26.97,19.358,27.0,1596.758,1.025
20180714,26.945,18.626,21.0,1666.54,1.3
20180715,30.464,22.695,51.0,1494.677,1.242
20180716,30.73,23.632,30.0,1490.03,1.018
20180717,33.082,27.194,80.0,1545.986,1.041
20180718,42.172,34.688,114.0,1534.136,1.032
20180719,37.194,29.751,83.0,1533.253,1.147
20180720,44.14,32.769,69.0,1576.924,1.128
20180721,53.544,43.005,80.0,1631.015,1.434
20180722,43.676,31.647,26.0,1434.786,1.369
20180723,45.61,31.215,50.0,1465.419,1.16
20180724,57.672,42.554,53.0,1481.402,1.129
20180725,48.1,35.302,56.0,1531.74,1.338
20180726,59.426,42.144,93.0,1528.975,1.263
20180727,69.455,53.551,51.0,1568.788,1.242
20180728,46.67,36.286,17.0,1634.949,1.359
20180729,32.942,24.222,20.0,1390.833,1.163
20180730,17.807,9.832,51.0,1370.08,1.112
20180731,30.574,15.604,72.0,1436.189,1.299
20180801,47.056,29.056,22.0,1469.156,1.257
20180802,51.372,39.658,33.0,1405.929,1.234
20180803,68.342,57.008,84.0,1436.466,1.269
20180804,42.359,32.403,20.0,1492.374,1.269
20180805,42.416,28.939,23.0,1387.055,1.257
20180806,48.723,34.213,57.0,1371.859,1.09
20180807,28.714,19.358,122.0,1433.85,1.275
20180808,42.487,31.834,49.0,1463.569,1.289
20180809,36.649,28.771,59.0,1612.318,1.262
20180810,28.411,17.499,16.0,1430.985,1.229
20180811,16.703,9.004,16.0,1477.002,1.434
20180812,27.268,19.266,14.0,1358.335,1.427
20180813,55.212,42.295,27.0,1339.594,1.158
20180814,51.438,37.621,14.0,1424.499,1.184
20180815,51.105,38.401,10.0,1311.311,1.175
20180816,35.688,18.343,36.0,1412.213,1.091
20180817,28.806,13.173,20.0,1488.515,1.168
20180818,31.855,13.547,13.0,1589.828,1.35
20180819,39.019,25.944,14.0,1383.064,1.321
20180820,46.476,31.509,36.0,1392.64,1.04
20180821,41.485,25.422,75.0,1425.223,1.059
20180822,41.522,27.712,37.0,1448.014,1.24
20180823,23.764,12.428,11.0,1376.777,1.169
20180824,19.859,8.111,16.0,1397.936,1.079
20180825,39.685,21.96,15.0,1644.445,1.429
20180826,31.006,19.529,18.0,1401.262,1.363
20180827,17.659,8.52,49.0,1350.608,0.891
20180828,23.761,9.047,49.0,1392.402,0.929
20180829,21.717,11.119,17.0,1321.07,0.984
20180830,35.262,24.516,55.0,1407.786,1.176
20180831,37.645,21.318,59.0,1477.89,1.079
20180901,27.227,12.738,18.0,1602.006,1.567
20180902,20.048,9.604,43.0,1419.735,1.351
20180903,24.503,11.399,60.0,1310.375,1.019
20180904,26.578,9.613,44.0,1416.453,1.037
20180905,36.251,14.694,59.0,1393.197,1.111
20180906,37.145,21.149,60.0,1402.789,1.151
20180907,37.622,18.366,39.0,1442.01,1.194
20180908,32.556,13.348,12.0,1595.985,1.46
20180909,27.796,13.828,38.0,1417.904,1.439
20180910,16.658,5.77,41.0,1379.164,1.069
20180911,17.614,6.452,49.0,1437.315,1.092
20180912,21.044,8.089,52.0,1415.158,1.193
20180913,25.772,10.463,67.0,1420.033,1.235
20180914,25.438,12.273,19.0,1465.828,1.237
20180915,14.992,7.269,14.0,1541.298,1.557
20180916,36.245,25.033,12.0,1366.465,1.394
20180917,30.273,17.615,54.0,1376.366,1.055
20180918,37.464,19.381,76.0,1435.035,1.072
20180919,42.485,20.133,54.0,1464.435,1.263
20180920,17.983,10.5,48.0,1425.008,0.989
20180921,10.695,3.204,20.0,1449.82,1.081
20180922,33.815,13.108,15.0,1459.372,1.329
20180923,37.555,11.532,15.0,1179.828,1.278
20180924,18.845,7.916,5.0,1241.006,1.296
20180925,18.272,8.375,7.0,1206.022,1.005
20180926,10.829,6.24,10.0,1237.964,1.167
20180927,12.576,4.835,37.0,1337.505,1.071
20180928,15.334,6.472,42.0,1421.095,1.137
20180929,18.521,8.497,12.0,1552.137,1.494
20180930,24.378,11.978,19.0,1394.802,1.327
20181001,23.193,9.732,61.0,1349.697,1.052
20181002,32.156,16.582,38.0,1371.942,1.16
20181003,31.356,18.608,13.0,1343.624,1.303
20181004,25.61,14.502,82.0,1363.211,1.165
20181005,13.101,6.86,22.0,1303.57,1.075
20181006,5.476,2.282,4.0,1272.84,1.328
20181007,29.888,11.89,21.0,1341.334,1.288
20181008,23.713,8.118,31.0,1327.079,1.07
20181009,30.474,13.234,89.0,1308.268,1.134
20181010,22.18,12.754,76.0,1331.728,1.131
20181011,22.138,9.899,97.0,1360.993,1.011
20181012,28.815,14.552,73.0,1390.488,1.146
20181013,33.28,19.303,15.0,1562.771,1.282
20181014,36.788,22.778,70.0,1387.741,1.482
20181015,63.09,38.336,454.0,1319.046,1.058
20181016,71.686,40.947,400.0,1341.105,1.008
20181017,49.167,25.299,243.0,1369.685,1.032
20181018,19.472,10.492,123.0,1306.73,1.087
20181019,28.059,12.924,85.0,1405.163,1.147
20181020,47.71,24.158,71.0,1519.905,1.4
20181021,45.34,26.326,120.0,1302.314,1.276
20181022,65.72,39.469,201.0,1325.153,1.051
20181023,70.648,40.718,275.0,1327.81,0.965
20181024,59.148,23.977,231.0,1377.768,1.107
20181025,46.802,21.935,115.0,1120.961,1.08
20181026,53.725,29.167,79.0,1326.665,1.131
20181027,43.753,10.09,30.0,1501.114,1.405
20181028,22.786,12.777,71.0,1182.453,1.439
20181029,27.4,13.019,85.0,1195.305,1.011
20181030,33.441,16.852,154.0,1362.16,1.054
20181031,34.092,18.244,62.0,1396.149,1.071
20181101,50.242,28.339,108.0,1412.924,1.025
20181102,60.977,34.938,90.0,1847.028,1.085
20181103,74.275,47.549,96.0,1994.204,1.39
20181104,67.837,45.895,229.0,1407.539,1.279
20181105,73.191,47.812,390.0,1557.861,0.971
20181106,103.477,70.68,613.0,1368.605,1.021
20181107,61.635,44.893,588.0,1355.772,1.036
20181108,11.387,5.804,435.0,1288.12,0.881
20181109,63.131,36.958,372.0,1414.11,1.225
20181110,102.63,64.695,247.0,1534.226,1.654
20181111,100.392,62.04,351.0,1285.138,2.237
20181112,46.051,23.89,371.0,1343.925,1.077
20181113,63.331,38.318,458.0,1406.168,1.009
20181114,50.633,31.446,341.0,1408.032,1.173
20181115,65.268,43.91,283.0,1385.179,1.037
20181116,84.433,59.736,379.0,1363.225,1.077
20181117,53.822,32.801,120.0,1507.688,1.233
20181118,54.94,35.795,173.0,1333.435,1.144
20181119,83.411,48.727,311.0,1356.181,0.906
20181120,69.188,28.907,288.0,1268.023,0.959
20181121,62.706,29.422,174.0,1200.859,1.055
20181122,40.759,18.962,26.0,1247.998,1.011
20181123,46.487,23.191,106.0,1403.356,1.009
20181124,36.521,23.631,73.0,1069.96,1.219
20181125,64.396,46.179,230.0,960.487,1.336
20181126,81.131,51.949,442.0,1165.536,0.913
20181127,106.614,60.863,500.0,1279.605,0.878
20181128,111.676,16.824,520.0,1395.904,0.995
20181129,104.147,25.977,403.0,1354.034,0.9
20181130,94.555,30.221,366.0,1423.62,1.006
20181201,70.212,33.307,170.0,1623.471,1.311
20181202,73.876,37.164,163.0,1439.258,1.152
20181203,66.423,31.909,245.0,1422.596,0.944
20181204,56.837,29.182,206.0,1532.889,1.024
20181205,57.78,23.351,187.0,1524.243,0.927
20181206,64.998,32.181,88.0,1522.777,0.989
20181207,42.764,17.732,79.0,1463.789,0.948
20181208,46.683,19.19,40.0,1295.637,1.207
20181209,49.822,23.104,63.0,1153.06,1.244
20181210,60.767,31.353,122.0,1330.772,0.925
20181211,63.398,35.767,166.0,1225.491,1.013
20181212,80.712,41.11,224.0,1248.425,1.002
20181213,69.956,41.635,123.0,1260.075,0.957
20181214,84.307,44.133,73.0,1268.257,0.996
20181215,97.657,62.67,98.0,1418.249,1.112
20181216,95.782,64.36,216.0,1306.016,1.025
20181217,101.884,64.232,482.0,1436.146,0.972
20181218,80.533,46.283,363.0,1263.624,0.913
20181219,92.505,56.356,369.0,1331.362,0.959
20181220,105.285,70.952,422.0,1347.885,0.864
20181221,113.699,74.152,395.0,1313.624,0.957
20181222,130.122,91.949,340.0,1364.135,1.128
20181223,113.101,67.053,242.0,1159.965,1.222
20181224,78.415,47.316,166.0,1424.115,0.984
20181225,96.153,62.441,155.0,1175.399,0.791
20181226,103.851,57.374,210.0,1417.971,0.891
20181227,106.482,43.132,112.0,1342.223,0.869
20181228,126.349,52.024,135.0,1444.0,0.955
20181229,129.603,44.568,91.0,1472.398,1.08
20181230,109.546,61.047,71.0,1157.29,1.001
20181231,102.158,67.483,93.0,1458.074,1.015
20190101,112.994,79.197,88.0,1605.956,0.948
20190102,98.876,68.32,188.0,1717.832,1.002
20190103,104.955,69.423,240.0,1713.745,1.011
20190104,115.978,83.945,373.0,1625.078,1.006
20190105,132.994,85.171,267.0,1830.247,1.211
20190106,117.979,60.677,224.0,1629.346,1.06
20190107,103.317,69.372,436.0,1593.78,0.945
20190108,147.916,78.594,264.0,1667.757,1.058
20190110,116.383,71.656,308.0,1269.325,1.099
20190111,115.142,80.359,295.0,1681.583,0.947
20190112,152.016,114.481,364.0,1865.498,1.2
20190113,149.59,108.694,617.0,1080.594,1.215
20190114,140.118,106.829,617.0,1337.326,0.976
20190115,132.685,79.04,502.0,1751.539,1.092
20190116,116.956,47.771,357.0,1766.947,1.079
20190117,125.837,69.768,292.0,1781.929,1.117
20190118,135.012,82.195,439.0,1814.485,1.024
20190119,160.851,113.476,420.0,1851.972,1.185
20190120,156.713,78.829,384.0,1671.176,1.128
20190121,134.089,69.944,369.0,1547.765,0.965
20190122,97.226,48.681,417.0,1751.752,1.052
20190125,172.429,100.494,313.0,1693.694,1.057
20190126,197.134,111.871,183.0,1915.677,1.14
20190127,116.367,68.767,218.0,1712.388,1.24
20190128,92.621,34.744,259.0,1723.931,1.006
20190129,109.908,38.406,344.0,1711.225,1.012
20190130,107.057,59.769,297.0,1733.223,1.046
20190131,105.554,40.269,196.0,1716.802,1.053
20190201,171.156,77.804,261.0,1754.94,1.159
20190202,98.699,63.685,182.0,1800.69,1.226
20190203,76.282,56.154,142.0,1397.5,0.938
20190204,150.769,79.99,245.0,1221.301,0.965
20190205,115.646,50.922,199.0,1455.007,1.16
20190206,88.652,33.565,329.0,1445.782,0.901
20190209,204.851,114.119,160.0,1916.082,1.297
20190210,237.951,138.82,201.0,1707.83,1.269
20190211,182.873,117.224,335.0,1786.252,1.09
20190212,161.276,110.4,382.0,1844.88,1.07
20190213,182.908,108.472,317.0,1881.672,1.301
20190214,155.726,83.076,378.0,1808.759,1.68
20190215,74.359,51.963,448.0,1798.868,1.211
20190217,78.339,58.468,240.0,1720.684,1.182
20190218,78.639,49.962,350.0,1741.979,0.963
20190219,82.103,62.239,331.0,1678.056,1.037
20190220,89.574,75.009,410.0,1757.204,1.147
20190221,118.942,97.244,468.0,1782.526,1.165
20190224,95.375,72.699,437.0,1720.782,1.36
20190225,111.367,83.047,395.0,1642.594,0.999
20190226,94.074,49.835,343.0,1756.847,1.052
20190227,96.383,60.671,365.0,1822.362,1.182
20190228,75.14,53.123,402.0,1723.603,1.182
20190301,74.221,53.818,533.0,1621.718,1.024
20190302,118.24,85.487,384.0,1863.253,1.184
20190303,140.774,102.908,523.0,1764.14,1.162
20190304,136.511,96.143,483.0,1812.386,0.956
20190305,269.297,191.062,548.0,1733.314,0.94
20190306,211.36,147.774,519.0,1777.891,0.923
20190307,54.742,41.328,485.0,1805.192,1.004
20190311,90.196,55.205,364.0,1746.876,0.88
20190312,79.973,57.132,358.0,1810.018,0.971
20190313,44.27,14.792,307.0,1838.477,1.238
20190314,44.194,22.356,305.0,1837.035,1.697
20190315,87.331,52.533,334.0,1769.569,1.068
20190316,63.731,44.832,262.0,1993.453,1.272
20190317,72.459,46.172,392.0,1907.214,1.182
20190319,76.955,49.311,363.0,1834.07,0.904
20190320,85.258,60.342,291.0,1780.055,1.03
20190321,44.085,34.608,375.0,1704.913,0.937
20190322,41.011,28.082,304.0,1751.294,1.035
20190323,30.284,21.087,216.0,2004.094,1.328
20190324,34.277,20.322,1.0,1877.515,1.42
20190326,76.39,47.685,333.0,1739.834,0.959
20190327,105.062,68.551,353.0,1809.288,0.991
20190328,92.713,58.077,326.0,1770.998,1.419
20190329,45.061,23.551,277.0,1760.391,1.061
20190330,52.344,38.128,208.0,1998.786,1.185
20190331,48.583,34.353,388.0,1892.388,1.102
