Date,pm10,pm25,COUNT_T,TMST,retail
20180610,12.508,5.62,77.0,2919.597,0.928
20180611,17.721,6.856,113.0,3651.04,1.086
20180612,25.814,11.958,111.0,3811.589,1.087
20180613,40.43,20.667,57.0,3158.18,1.015
20180614,38.392,22.961,89.0,3621.107,1.009
20180615,29.66,15.404,118.0,3794.223,1.032
20180616,40.769,17.959,62.0,3672.303,1.021
20180617,64.825,37.274,105.0,3104.803,0.99
20180618,65.322,40.225,104.0,3622.288,1.113
20180619,57.105,31.046,92.0,3660.07,0.997
20180620,57.384,35.052,81.0,3660.069,1.059
20180621,59.095,31.073,103.0,3730.15,1.038
20180622,63.844,33.79,60.0,3788.725,1.015
20180623,54.686,29.808,64.0,3796.597,1.1
20180624,91.996,49.41,132.0,2854.911,0.902
20180625,78.517,41.301,116.0,3522.282,0.882
20180626,64.169,40.329,116.0,3288.719,0.858
20180627,43.865,28.627,76.0,3604.506,0.986
20180628,39.758,24.559,146.0,3487.328,0.88
20180629,61.254,39.524,38.0,3633.271,0.864
20180630,71.335,47.185,9.0,3412.567,0.952
20180701,20.094,10.473,26.0,2529.962,0.78
20180702,15.7,9.136,86.0,3259.511,0.713
20180703,27.894,13.949,53.0,3509.2,0.87
20180704,40.07,20.451,63.0,3591.592,0.905
20180705,31.886,20.587,53.0,3494.852,0.852
20180706,16.181,6.324,180.0,3635.401,0.857
20180707,20.53,8.362,36.0,3761.436,0.824
20180708,34.165,15.056,56.0,3015.942,0.814
20180709,18.091,8.111,59.0,3459.199,0.749
20180710,28.001,14.447,62.0,3539.9,0.768
20180711,41.728,23.394,78.0,3564.421,0.833
20180712,40.477,23.128,92.0,3721.8,0.831
20180713,29.33,17.402,27.0,3762.4,0.905
20180714,30.969,19.413,21.0,3778.972,0.87
20180715,30.733,19.858,51.0,3237.455,0.823
20180716,32.764,21.757,30.0,3573.141,0.796
20180717,38.145,26.669,80.0,3603.604,0.83
20180718,31.007,18.825,114.0,3620.445,0.823
20180719,33.606,19.906,83.0,3721.489,0.877
20180720,48.346,31.409,69.0,3771.265,0.93
20180721,51.975,34.713,80.0,3683.048,0.926
20180722,40.235,26.199,26.0,2926.663,0.884
20180723,45.867,25.679,50.0,3621.379,0.853
20180724,54.224,32.606,53.0,3685.538,0.822
20180725,36.219,21.131,56.0,3582.922,0.886
20180726,49.478,25.136,93.0,3665.732,0.848
20180727,51.615,33.276,51.0,3779.13,0.82
20180728,35.699,22.803,17.0,3527.609,0.903
20180729,27.576,17.928,20.0,2967.365,0.851
20180730,20.222,10.692,51.0,3489.545,0.851
20180731,30.435,16.138,72.0,3556.962,0.877
20180801,43.777,24.658,22.0,3437.75,0.95
20180802,50.555,30.922,33.0,3319.829,0.863
20180803,62.541,43.822,84.0,3369.893,0.898
20180804,35.749,22.966,20.0,3204.694,0.833
20180805,31.956,18.815,23.0,2800.956,0.833
20180806,34.363,21.81,57.0,3336.055,0.873
20180807,23.004,13.665,122.0,3410.048,0.8
20180808,34.431,20.906,49.0,3290.856,0.901
20180809,27.144,17.349,59.0,3518.465,0.79
20180810,25.172,13.882,16.0,3604.824,0.834
20180811,20.505,11.689,16.0,3342.565,0.873
20180812,23.588,14.57,14.0,2791.274,0.879
20180813,38.731,27.749,27.0,3796.615,0.839
20180814,40.876,26.795,14.0,4128.592,0.861
20180815,45.86,30.849,10.0,3268.831,0.821
20180816,35.265,17.414,36.0,3605.108,0.832
20180817,38.446,15.738,20.0,3702.332,0.844
20180818,42.644,15.661,13.0,3509.083,0.904
20180819,48.894,21.056,14.0,3035.408,0.886
20180820,50.217,28.326,36.0,3866.573,0.86
20180821,38.295,21.329,75.0,3941.07,0.836
20180822,46.166,24.306,37.0,3722.723,0.908
20180823,30.667,12.269,11.0,3426.043,0.932
20180824,19.172,11.461,16.0,3677.852,0.834
20180825,39.324,19.744,15.0,3717.156,0.907
20180826,29.317,16.568,18.0,2892.396,0.931
20180827,18.509,9.727,49.0,3739.584,0.906
20180828,22.965,10.026,49.0,3661.326,0.954
20180829,31.852,15.751,17.0,3349.243,1.018
20180830,46.894,29.44,55.0,3811.518,0.978
20180831,42.731,25.099,59.0,3927.493,0.991
20180901,39.878,19.381,18.0,3571.512,1.127
20180902,31.971,13.606,43.0,2878.982,0.954
20180903,29.023,15.345,60.0,3387.109,0.976
20180904,37.419,18.128,44.0,3767.983,1.073
20180905,49.139,18.076,59.0,3703.777,1.093
20180906,46.248,25.974,60.0,3754.016,1.119
20180907,50.683,25.191,39.0,3789.614,1.091
20180908,50.709,20.749,12.0,3673.72,1.053
20180909,40.099,17.06,38.0,2891.949,0.983
20180910,30.541,10.617,41.0,3660.229,1.063
20180911,29.262,11.319,49.0,3737.1,1.159
20180912,31.947,14.416,52.0,3757.498,1.109
20180913,32.619,15.681,67.0,3763.899,1.136
20180914,30.928,15.185,19.0,3853.719,1.165
20180915,21.226,10.467,14.0,3718.268,0.996
20180916,41.856,28.097,12.0,3082.4,0.931
20180917,36.63,21.627,54.0,3710.296,1.103
20180918,49.065,23.201,76.0,3806.991,1.17
20180919,50.278,24.991,54.0,3799.449,1.144
20180920,25.416,13.207,48.0,3844.585,1.074
20180921,15.965,8.689,20.0,3953.617,1.03
20180922,43.173,16.423,15.0,3239.396,0.879
20180923,43.835,10.536,15.0,2595.977,0.854
20180924,28.02,10.724,5.0,3239.793,1.023
20180925,26.72,11.163,7.0,2609.406,0.781
20180926,17.462,8.74,10.0,2596.1,0.814
20180927,20.687,9.743,37.0,3516.89,1.088
20180928,22.359,9.285,42.0,3677.598,1.006
20180929,26.05,11.331,12.0,3354.048,0.941
20180930,35.256,13.621,19.0,2806.856,1.019
20181001,34.074,12.103,61.0,3522.092,1.004
20181002,38.624,17.247,38.0,3733.819,1.096
20181003,57.353,20.419,13.0,2979.095,0.968
20181004,33.223,16.399,82.0,3608.106,1.131
20181005,24.302,10.889,22.0,3380.563,1.038
20181006,12.387,6.548,4.0,3061.314,0.926
20181007,50.159,20.06,21.0,2837.635,0.999
20181008,41.031,13.848,31.0,3506.56,1.08
20181009,46.749,18.242,89.0,2918.197,0.947
20181010,37.345,19.174,76.0,3585.897,1.053
20181011,35.019,15.637,97.0,3545.969,1.065
20181012,40.918,19.172,73.0,3691.29,1.081
20181013,49.845,26.735,15.0,3477.608,0.979
20181014,48.622,26.194,70.0,2821.87,1.01
20181015,75.16,42.608,454.0,3476.958,1.066
20181016,86.974,45.133,400.0,3547.863,1.095
20181017,56.133,27.583,243.0,3532.409,1.038
20181018,32.716,13.876,123.0,3522.555,0.972
20181019,41.068,16.366,85.0,3605.425,0.979
20181020,64.918,27.183,71.0,3665.743,0.922
20181021,62.111,30.824,120.0,2837.103,0.986
20181022,76.101,42.648,201.0,3530.373,0.978
20181023,70.427,36.643,275.0,3487.782,1.085
20181024,72.427,30.011,231.0,3575.917,1.017
20181025,64.25,28.038,115.0,3014.943,1.105
20181026,58.294,28.462,79.0,3505.536,0.959
20181027,57.069,12.526,30.0,3559.345,0.92
20181028,27.865,13.314,71.0,2633.952,0.977
20181029,35.836,16.921,85.0,3241.795,0.966
20181030,41.872,18.153,154.0,3706.818,1.064
20181031,39.135,18.276,62.0,3662.698,1.147
20181101,57.193,27.086,108.0,3776.827,1.065
20181102,61.179,31.712,90.0,4120.052,1.039
20181103,73.416,39.39,96.0,4317.628,0.972
20181104,67.452,37.074,229.0,3102.938,0.962
20181105,78.218,40.697,390.0,4174.66,0.965
20181106,115.186,68.692,613.0,3628.938,1.041
20181107,66.838,46.432,588.0,3679.601,1.052
20181108,22.044,11.881,435.0,3378.924,1.004
20181109,75.776,42.263,372.0,3724.697,1.073
20181110,116.485,75.799,247.0,3735.042,1.162
20181111,99.942,61.326,351.0,2832.412,1.194
20181112,55.415,30.029,371.0,3603.308,1.028
20181113,66.317,38.085,458.0,3751.965,1.031
20181114,54.444,33.249,341.0,3658.017,1.038
20181115,66.314,39.446,283.0,3703.612,0.979
20181116,78.656,50.042,379.0,3753.578,0.95
20181117,58.081,30.262,120.0,3937.998,0.932
20181118,61.38,36.103,173.0,3307.487,0.844
20181119,88.009,46.133,311.0,3861.805,0.905
20181120,84.053,32.129,288.0,3451.242,0.937
20181121,63.146,27.736,174.0,4019.127,0.916
20181122,45.845,19.95,26.0,3467.107,0.962
20181123,47.306,20.999,106.0,3851.174,0.897
20181124,41.574,23.489,73.0,3543.524,0.982
20181125,58.176,39.826,230.0,2984.673,0.937
20181126,77.89,42.096,442.0,3547.66,0.929
20181127,136.662,62.251,500.0,3484.597,0.907
20181128,156.034,28.999,520.0,3751.967,1.038
20181129,109.308,28.219,403.0,3806.588,0.967
20181130,97.238,30.833,366.0,4003.434,0.988
20181201,72.726,30.991,170.0,3586.434,0.956
20181202,75.246,34.438,163.0,2906.338,0.903
20181203,68.86,34.541,245.0,3404.255,0.97
20181204,62.541,30.313,206.0,3520.552,0.915
20181205,59.629,22.334,187.0,3529.167,0.926
20181206,64.209,27.36,88.0,3622.011,0.936
20181207,47.254,14.381,79.0,3479.719,0.881
20181208,47.982,14.89,40.0,3210.498,0.845
20181209,46.601,19.111,63.0,2354.428,0.91
20181210,58.672,26.983,122.0,3335.487,0.905
20181211,63.374,31.387,166.0,3143.992,0.903
20181212,71.349,31.293,224.0,3085.905,0.931
20181213,57.794,32.215,123.0,3276.585,0.836
20181214,56.156,29.093,73.0,3437.571,0.904
20181215,74.862,47.89,98.0,3352.77,0.984
20181216,72.333,48.499,216.0,2534.263,0.824
20181217,90.948,57.289,482.0,3288.052,0.742
20181218,74.483,42.676,363.0,2338.018,0.792
20181219,76.534,46.908,369.0,1056.104,0.821
20181220,87.247,58.669,422.0,962.275,0.79
20181221,93.613,60.924,395.0,1049.841,0.809
20181222,108.933,76.976,340.0,1086.99,0.824
20181223,87.355,53.083,242.0,733.238,0.767
20181224,39.225,23.551,166.0,1175.733,0.743
20181225,58.334,37.685,155.0,938.688,0.691
20181226,79.79,45.928,210.0,1047.593,0.691
20181227,54.994,22.008,112.0,776.84,0.744
20181228,64.692,26.481,135.0,478.98,0.732
20181229,68.283,23.102,91.0,445.23,0.69
20181230,62.893,34.929,71.0,478.37,0.682
20181231,83.952,56.157,93.0,468.266,0.702
20190101,71.723,50.026,88.0,2103.616,0.664
20190102,64.66,45.413,188.0,2819.908,0.66
20190103,76.74,50.837,240.0,2963.028,0.66
20190104,98.533,71.866,373.0,3112.203,0.782
20190105,100.52,67.676,267.0,2969.742,0.796
20190106,88.811,45.059,224.0,2397.626,0.689
20190107,91.585,62.114,436.0,2911.479,0.706
20190108,80.114,41.68,264.0,3030.789,0.673
20190110,97.901,59.572,308.0,2220.462,0.675
20190111,104.411,72.85,295.0,3124.78,0.722
20190112,121.184,91.072,364.0,3227.078,0.811
20190113,117.656,85.581,617.0,1668.79,0.723
20190114,186.956,142.642,617.0,2571.998,0.683
20190115,153.653,94.541,502.0,3554.695,0.67
20190116,91.203,34.724,357.0,3513.491,0.73
20190117,83.426,47.142,292.0,3664.571,0.716
20190118,89.693,55.044,439.0,3710.775,0.729
20190119,110.605,77.814,420.0,3385.79,0.767
20190120,97.091,49.757,384.0,2782.208,0.746
20190121,78.171,40.904,369.0,3183.018,0.642
20190122,77.236,38.484,417.0,3498.175,0.722
20190125,95.99,54.476,313.0,3470.079,0.735
20190126,104.149,57.933,183.0,3452.131,0.719
20190127,83.135,49.863,218.0,2809.566,0.769
20190128,77.16,28.562,259.0,3620.198,0.637
20190129,91.249,32.242,344.0,3455.903,0.692
20190130,111.986,62.608,297.0,3518.635,0.712
20190131,136.583,52.578,196.0,3503.725,0.689
20190201,154.188,72.237,261.0,3558.304,0.752
20190202,118.47,76.456,182.0,3077.467,0.682
20190203,75.167,57.169,142.0,2319.772,0.65
20190204,181.537,98.83,245.0,2257.419,0.625
20190205,154.62,62.268,199.0,3125.973,0.727
20190206,166.798,63.64,329.0,2473.363,0.607
20190209,160.712,88.924,160.0,3189.872,0.719
20190210,146.438,85.493,201.0,2558.233,0.759
20190211,118.599,76.285,335.0,3469.925,0.714
20190212,108.689,75.056,382.0,3650.555,0.752
20190213,97.61,56.827,317.0,3533.929,0.824
20190214,115.715,62.643,378.0,3355.877,0.982
20190215,73.463,51.885,448.0,3561.9,0.758
20190217,84.306,62.257,240.0,2785.576,0.742
20190218,72.566,46.053,350.0,3466.439,0.734
20190219,63.431,47.933,331.0,3463.057,0.724
20190220,96.862,81.426,410.0,3466.89,0.81
20190221,137.472,112.679,468.0,3561.83,0.7
20190224,97.766,75.203,437.0,2842.713,0.873
20190225,133.358,101.118,395.0,3337.112,0.755
20190226,86.047,45.492,343.0,3536.625,0.742
20190227,91.969,58.808,365.0,3667.783,0.71
20190228,123.988,87.126,402.0,3552.731,0.764
20190301,143.188,102.41,533.0,3252.558,0.833
20190302,137.116,100.0,384.0,3320.805,0.774
20190303,124.022,90.206,523.0,2958.254,0.811
20190304,188.87,135.194,483.0,3649.515,0.956
20190305,298.128,210.701,548.0,3499.578,1.008
20190306,193.708,135.404,519.0,3493.793,0.916
20190307,64.14,49.074,485.0,3623.896,0.979
20190311,86.339,52.94,364.0,3619.464,0.973
20190312,103.131,65.592,358.0,3552.879,0.978
20190313,55.373,18.768,307.0,3714.79,1.052
20190314,55.766,28.013,305.0,3768.966,1.289
20190315,65.108,39.569,334.0,3561.47,1.023
20190316,48.984,34.244,262.0,3467.508,0.857
20190317,41.176,26.074,392.0,2806.345,0.795
20190319,63.64,40.606,363.0,3622.33,1.009
20190320,86.741,61.543,291.0,3376.96,1.091
20190321,38.36,29.981,375.0,3317.95,0.949
20190322,36.079,24.169,304.0,3425.464,0.875
20190323,25.958,17.792,216.0,3375.534,0.941
20190324,27.999,16.249,1.0,2608.037,0.774
20190326,65.322,40.736,333.0,3501.364,0.961
20190327,88.293,57.276,353.0,3545.865,0.951
20190328,80.101,50.115,326.0,3543.522,0.959
20190329,39.987,20.844,277.0,3493.44,0.949
20190330,44.653,32.499,208.0,3421.535,0.915
20190331,42.276,29.619,388.0,2707.258,0.724
